"taxon_key","scientific_name","common_name","phylum","sub_phylum","super_class","class","super_order","order","suborder_infraorder","family","genus","species","comments_names","is_retired","taxon_group_id","taxon_level_id","functional_group_id","commercial_group_id","commercial","isscaap_id","cell_id","super_target","fb_spec_code","slb_spec_code","cla_code","ord_code","fam_code","gen_code","spe_code","slb_cla_code","slb_ord_code","slb_fam_code","slb_gen_code","is_use","is_taxa_used","is_mariculture_only","is_baltic_only","sl_max","slbl_max_type","sl_max_2","comments_sl_max","tl","se_tl","comments_tl","lat_north","lat_south","min_depth","max_depth","loo","woo","k","a","b","comments_growth","has_habitat_index","has_map","map_year","vulnerability","resilience","updated_by","date_updated","lineage","true_min_depth","true_max_depth"
604441,"Carangoides chrysophrys","Longnose trevally","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Carangidae","Carangoides","chrysophrys","",f,,6,1,1,,,,,4441,,6,60,314,6620,4441,,,,,f,f,f,f,,"",,"",,,"",,,30,60,,,0.3,0.0209,2.89,"",t,t,,"40.62","Medium","Deng","2019-11-21","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Carangidae.Carangoides.Chrysophrys","",""
605987,"Parupeneus barberinus","Dash-and-dot goatfish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Mullidae","Parupeneus","barberinus","",f,1,6,17,3,2,33,1526,3,5987,,6,60,332,2291,5987,,,,,f,f,f,f,49,"",41,"",3.22,0.41,"",30,-23,0,100,48.68,1663,0.22,0.01,3.1,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"39.67","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Mullidae.Parupeneus.Barberinus","",""
690070,"Melicertus kerathurus","Caramote prawn","Arthropoda","Crustacea","NA","Malacostraca","NA","Decapoda","NA","Penaeidae","Melicertus","kerathurus","",f,2,6,26,10,1,45,1873,6,,14825,901009,910032,900009,908451,914825,1009,10032,9,8451,f,t,t,f,18,"TL",,"",2.7,0.35,"",45,-17,5,75,,,0.49,,,"",t,t,,"","","Deng","2018-10-09","Arthropoda.Crustacea.NA.Malacostraca.NA.Decapoda.NA.Penaeidae.Melicertus.Kerathurus","",""
601900,"Caranx caballus","Green jack","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Carangidae","Caranx","caballus","",f,,6,1,1,,,,,1900,,6,60,314,3864,1900,,,,,f,f,f,f,,"",,"",,,"",,,3,100,,,0.35,0.0191,2.97,"",t,t,,"34.03","Medium","Deng","2019-11-21","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Carangidae.Caranx.Caballus","",""
605613,"Iniistius pavo","Peacock wrasse","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Labridae","Iniistius","pavo","",f,1,6,17,3,2,33,1422,3,5613,,6,60,362,5393,5613,,,,,f,f,f,f,35,"",35,"",3.5,0.5,"",30,-30,0,100,35.09,559,0.2,0.01,3.04,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"40.76","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Labridae.Iniistius.Pavo","",""
601261,"Acanthurus xanthopterus","Yellowfin surgeonfish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Acanthuridae","Acanthurus","xanthopterus","",f,1,6,17,3,1,33,934,3,1261,,6,60,412,9710,1261,,,,,f,t,f,f,52,"",43,"",2.87,0.36,"",30,-30,0,100,51.77,2584,0.29,0.02,3,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"37.08","Low","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Acanthuridae.Acanthurus.Xanthopterus","",""
605604,"Cheilinus undulatus","Humphead wrasse","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Labridae","Cheilinus","undulatus","",f,1,6,18,3,1,33,1416,3,5604,,6,60,362,1522,5604,,,,,f,t,f,f,229,"",187,"",3.99,0.61,"",30,-23,0,100,229,176160,0.1,0.02,2.99,"SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"73.88","Low","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Labridae.Cheilinus.Undulatus","",""
607897,"Sorsogona prionota","Halfspined flathead","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Scorpaeniformes","NA","Platycephalidae","Sorsogona","prionota","",f,1,6,4,8,2,33,1696,3,7897,,6,59,273,979,7897,,,,,f,f,f,f,19,"",,"",3.69,0.63,"",90,-90,0,100,19.1,41,0.57,0,3.06,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"23.83","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Scorpaeniformes.NA.Platycephalidae.Sorsogona.Prionota","",""
601341,"Platichthys flesus","European flounder","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Pleuronectiformes","NA","Pleuronectidae","Platichthys","flesus","",f,1,6,23,7,1,31,961,3,1341,,6,61,440,559,1341,,,,,f,t,t,f,50,"",48,"",3.32,0.19,"",80,30,0,100,49.56,1271,0.3,0.01,3.07,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"48.72","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Pleuronectiformes.NA.Pleuronectidae.Platichthys.Flesus","",""
601021,"Dactylopterus volitans","Flying gurnard","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Scorpaeniformes","NA","Dactylopteridae","Dactylopterus","volitans","",f,1,6,17,8,2,39,885,3,1021,,6,59,285,1858,1021,,,,,f,f,f,f,50,"",,"",3.65,0.45,"",52,-45,0,100,50,1169,0.58,0.01,2.93,"SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"30.57","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Scorpaeniformes.NA.Dactylopteridae.Dactylopterus.Volitans","",""
604485,"Dactyloptena orientalis","Oriental flying gurnard","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Scorpaeniformes","NA","Dactylopteridae","Dactyloptena","orientalis","",f,1,6,17,8,2,39,1238,3,4485,,6,59,285,7166,4485,,,,,f,f,f,f,33,"",31,"",3.68,0.55,"",35,-37,0,100,32.97,,1.5,,,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"18.14","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Scorpaeniformes.NA.Dactylopteridae.Dactyloptena.Orientalis","",""
606504,"Pomacanthus imperator","Emperor angelfish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Pomacanthidae","Pomacanthus","imperator","",f,1,6,17,3,2,33,1599,3,6504,,6,60,460,1144,6504,,,,,f,f,f,f,40,"",33,"",2.7,0,"",31,-28,0,100,40,1486,0.2,0.03,2.91,"SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"49.97","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Pomacanthidae.Pomacanthus.Imperator","",""
602542,"Mustelus norrisi","Narrowfin smooth-hound","Chordata","Vertebrata","Chondrichthyes","Elasmobranchii","NA","Carcharhiniformes","NA","Triakidae","Mustelus","norrisi","",f,1,6,20,9,,38,,,2542,,4,8,488,6505,2542,,,,,,,,f,110,"",,"",6,,"",32,-36,1,100,,,,,,"",t,f,,"61.47","Very low","","2018-10-09","Chordata.Vertebrata.Chondrichthyes.Elasmobranchii.NA.Carcharhiniformes.NA.Triakidae.Mustelus.Norrisi","",""
603072,"Porichthys plectrodon","Atlantic midshipman","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Batrachoidiformes","NA","Batrachoididae","Porichthys","plectrodon","",f,1,6,18,12,,33,,,3072,,6,46,189,5331,3072,,,,,,,,f,26.02717596,"",,"",6,,"",38,7,1,100,,,,,,"",t,f,,"31.94","Medium","","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Batrachoidiformes.NA.Batrachoididae.Porichthys.Plectrodon","",""
600401,"Conodon nobilis","Barred grunt","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Haemulidae","Conodon","nobilis","",f,1,6,4,3,1,33,693,3,401,,6,60,327,4477,401,,,,,f,t,f,f,28,"",,"",3.61,0.32,"",30,-33,10,100,27.55,275,0.32,0.01,3.02,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"33.65","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Haemulidae.Conodon.Nobilis","",""
690903,"Octopus maya","Mexican foureyed octopus","Mollusca","NA","NA","Cephalopoda","Coleoidea","Octopoda","NA","Octopodidae","Octopus","maya","",f,3,6,25,12,2,57,,5,,58208,901063,910253,901890,910736,958208,1063,10263,1890,10736,f,f,f,f,130,"TL",,"",3.5,0.6,"",23,16,10,100,,,,,,"",t,t,,"","","Deng","2018-10-09","Mollusca.NA.NA.Cephalopoda.Coleoidea.Octopoda.NA.Octopodidae.Octopus.Maya","",""
606399,"Lactoria cornuta","Longhorn cowfish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Tetraodontiformes","NA","Ostraciidae","Lactoria","cornuta","",f,1,6,17,12,2,33,1568,3,6399,,6,62,446,5459,6399,,,,,f,f,f,f,38,"",,"",3.5,0.37,"",42,-35,18,100,37.72,475,,0.02,2.77,"SLmax from Estimates table; SLinf from SLmax of Estimates table; .",t,f,,"23.83","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Tetraodontiformes.NA.Ostraciidae.Lactoria.Cornuta","",""
600936,"Pterocaesio pisang","Banana fusilier","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Caesionidae","Pterocaesio","pisang","",f,1,6,16,3,2,39,869,3,936,,6,60,459,288,936,,,,,f,f,f,f,17,"",17,"",3.4,0.45,"",30,-26,20,100,16.97,62,1.05,0.01,3.09,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"13.63","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Caesionidae.Pterocaesio.Pisang","",""
69130701,"Ensis macha","razor clam","Mollusca","NA","NA","Bivalvia","Heterodonta","Veneroida","NA","Pharidae","Ensis","macha","",f,,6,1,1,,,,,,130701,,,,,,1062,10261,1869,4610,f,f,f,f,,"",,"",,,"",,,,,,,0.22,,,"",t,t,,"","","Deng","2019-11-21","Mollusca.NA.NA.Bivalvia.Heterodonta.Veneroida.NA.Pharidae.Ensis.Macha","",""
607354,"Epinephelus multinotatus","White-blotched grouper","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Serranidae","Epinephelus","multinotatus","",f,1,6,17,3,1,33,1666,3,7354,,6,60,289,7755,7354,,,,,f,t,f,f,83,"",83,"",3.86,0.67,"",30,-32,0,100,59.1,5477,0.27,0.01,3,"SLmax from Estimates table; SLinf from average of observed data for species; K from theta and average SLinf.",t,f,,"39.07","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Serranidae.Epinephelus.Multinotatus","",""
690821,"Calappa hepatica","Box crab","Arthropoda","Crustacea","NA","Malacostraca","NA","Decapoda","NA","Calappidae","Calappa","hepatica","",f,2,6,27,10,2,44,2152,7,,21137,901009,910032,900403,901751,921137,1009,10032,403,1751,f,f,f,f,8,"CW",,"",3.6,0.55,"",90,-90,0,100,,,,,,"",t,t,,"","","Deng","2018-10-09","Arthropoda.Crustacea.NA.Malacostraca.NA.Decapoda.NA.Calappidae.Calappa.Hepatica","",""
606468,"Epinephelus lanceolatus","Giant grouper","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Serranidae","Epinephelus","lanceolatus","",f,1,6,18,3,1,33,1589,3,6468,,6,60,289,7755,6468,,,,,f,t,f,f,221,"",,"",4,0.6,"",29,-40,4,100,221.4,,0.05,,,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"85.41","Very low","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Serranidae.Epinephelus.Lanceolatus","",""
690883,"Ranina ranina","Kona crab ","Arthropoda","Crustacea","NA","Malacostraca","NA","Decapoda","NA","Raninidae","Ranina","ranina","",f,2,6,27,10,2,44,2154,7,,26925,901009,910032,900480,914011,926925,1009,10032,480,14011,f,f,f,f,15,"CL",,"",3.2,0.33,"",90,-90,20,100,,,,,,"",t,t,,"","","Deng","2018-10-09","Arthropoda.Crustacea.NA.Malacostraca.NA.Decapoda.NA.Raninidae.Ranina.Ranina","",""
605402,"Antennatus coccineus","Scarlet frogfish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Lophiiformes","NA","Antennariidae","Antennatus","coccineus","Changed from Antennarius to Antennatus",f,1,6,16,12,2,39,1360,3,5402,,6,47,192,4744,5402,,,,,f,f,f,f,11,"",10,"",4.2,0.73,"",35,-40,0,104,10.88,,,,,"SLmax from Estimates table; SLinf from SLmax of Estimates table; .",t,f,,"10","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Lophiiformes.NA.Antennariidae.Antennatus.Coccineus","",""
604278,"Canthidermis maculata","Rough triggerfish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Tetraodontiformes","NA","Balistidae","Canthidermis","maculata","",f,1,6,2,12,2,33,1214,1,4278,,6,62,445,4372,4278,,,,,f,f,f,f,41,"",,"",3.47,0.45,"",46,-18,0,110,41,1361,0.23,0.02,2.96,"SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"41.39","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Tetraodontiformes.NA.Balistidae.Canthidermis.Maculata","",""
603815,"Cryptacanthodes maculatus","Wrymouth","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Stichaeidae","Cryptacanthodes","maculatus","",f,1,6,6,3,,33,,,3815,,6,60,394,5460,3815,,,,,,,,f,91.859,"",,"",6,,"",55,39,1,110,,,,,,"",t,f,,"51.87","","","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Stichaeidae.Cryptacanthodes.Maculatus","",""
605984,"Mulloidichthys vanicolensis","Yellowfin goatfish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Mullidae","Mulloidichthys","vanicolensis","",f,1,6,17,3,2,33,1523,3,5984,,6,60,332,10232,5984,,,,,f,f,f,f,32,"",32,"",3.6,0.5,"",30,-30,5,113,31.93,307,0.51,0.01,3.05,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"23.19","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Mullidae.Mulloidichthys.Vanicolensis","",""
600014,"Epinephelus adscensionis","Rock hind","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Serranidae","Epinephelus","adscensionis","",f,1,6,17,3,,33,,3,14,,6,60,289,7755,14,,,,,f,f,f,f,50,"",,"",3.53,0.4,"",40,-24,0,120,50.02,2401,0.14,0.01,3.09,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"53.54","Low","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Serranidae.Epinephelus.Adscensionis","",""
601455,"Etrumeus sadina","Red-eye round herring","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Clupeiformes","NA","Dussumieriidae","Etrumeus","sadina","Changed from E teres to E sadina",f,1,6,1,2,1,35,992,1,1455,,6,28,683,224,1455,,,,,f,t,f,f,27,"",,"",3.56,0.19,"",45,-42,0,9999,26,134,0.33,0.01,3.1,"SLmax from Estimates table; SLinf from average of observed data for species; K from theta and average SLinf.",t,t,,"19.21","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Dussumieriidae.Etrumeus.Sadina","",""
601407,"Lutjanus argentimaculatus","Mangrove red snapper","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Lutjanidae","Lutjanus","argentimaculatus","",f,1,6,18,3,1,33,984,3,1407,,6,60,323,1202,1407,,,,,f,t,t,f,122,"",88,"",3.58,0.49,"",31,-32,10,120,121.52,24113,0.19,0.01,2.98,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"59.54","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Lutjanidae.Lutjanus.Argentimaculatus","",""
600081,"Aphareus furca","Small toothed jobfish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Lutjanidae","Aphareus","furca","",f,1,6,17,3,1,33,478,3,81,,6,60,323,4476,81,,,,,f,t,f,f,58,"",42,"",4.14,0.73,"",35,-31,0,122,57.83,,0.22,,,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"35.93","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Lutjanidae.Aphareus.Furca","",""
606507,"Sargocentron spiniferum","Sabre squirrelfish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Beryciformes","NA","Holocentridae","Sargocentron","spiniferum","",f,1,6,17,12,1,33,1602,3,6507,,6,53,243,10547,6507,,,,,f,t,f,f,46,"",39,"",3.6,0.39,"",35,-38,0,122,46.42,1610,0.37,0.02,3.01,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"40.77","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Beryciformes.NA.Holocentridae.Sargocentron.Spiniferum","",""
690228,"Panulirus longipes","Longlegged spiny lobster","Arthropoda","Crustacea","NA","Malacostraca","NA","Decapoda","NA","Palinuridae","Panulirus","longipes","",f,2,6,27,10,1,43,1943,7,,15034,901009,910032,900013,911390,915034,1009,10032,13,11390,f,t,f,f,30,"TL",,"",2.6,0.33,"",40,-40,0,122,,,0.31,,,"",t,t,,"","","Deng","2018-10-09","Arthropoda.Crustacea.NA.Malacostraca.NA.Decapoda.NA.Palinuridae.Panulirus.Longipes","",""
602594,"Acipenser transmontanus","White sturgeon","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Acipenseriformes","NA","Acipenseridae","Acipenser","transmontanus","",f,1,6,6,12,2,21,1164,3,2594,,6,19,32,2154,2594,,,,,f,f,f,f,500,"",,"",3.25,0.13,"",58,24,0,122,500.2,1239588,0.04,0,3.18,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"87.37","Very low","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Acipenseriformes.NA.Acipenseridae.Acipenser.Transmontanus","",""
604120,"Myoxocephalus octodecemspinosus","Longhorn sculpin","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Scorpaeniformes","NA","Cottidae","Myoxocephalus","octodecemspinosus","",f,1,6,18,8,,39,,,4120,,6,59,277,2965,4120,,,,,,,,f,39.71268734,"",,"",6,,"",52,36,1,127,,,,,,"",t,f,,"23.61","High","","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Scorpaeniformes.NA.Cottidae.Myoxocephalus.Octodecemspinosus","",""
690338,"Farfantepenaeus paulensis","Sao Paulo shrimp","Arthropoda","Crustacea","NA","Malacostraca","NA","Decapoda","NA","Penaeidae","Farfantepenaeus","paulensis","",f,2,6,26,10,1,45,1998,6,,14601,901009,910032,900009,903873,914601,1009,10032,9,3873,f,t,f,f,24,"",,"",2.7,0.35,"",-20,-45,0,130,,,1.08,,,"",t,t,,"","","Deng","2018-10-09","Arthropoda.Crustacea.NA.Malacostraca.NA.Decapoda.NA.Penaeidae.Farfantepenaeus.Paulensis","",""
604925,"Grammistes sexlineatus","Goldenstriped soapfish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Serranidae","Grammistes","sexlineatus","",f,1,6,17,3,2,33,1310,3,4925,,6,60,289,2588,4925,,,,,f,f,f,f,26,"",24,"",3.98,0.66,"",32,-23,0,130,26.3,,0.36,,,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"31.76","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Serranidae.Grammistes.Sexlineatus","",""
600265,"Lutjanus gibbus","Humpback red snapper","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Lutjanidae","Lutjanus","gibbus","",f,1,6,17,3,1,33,599,3,265,,6,60,323,1202,265,,,,,f,t,f,f,40,"",38,"",4.12,0.27,"",33,-29,0,150,38.5,1688,0.35,0.02,2.95,"SLmax from Estimates table; SLinf from average of observed data for species; K from theta and average SLinf.",t,t,,"31.62","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Lutjanidae.Lutjanus.Gibbus","",""
608816,"Cephalopholis fulva","Coney","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Serranidae","Cephalopholis","fulva","",f,1,6,17,3,1,33,1721,3,8816,,6,60,289,6535,8816,,,,,f,t,f,f,34,"",,"",4.05,0.44,"",36,-30,0,150,33.62,408,0.14,0.01,3.02,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"50.93","Low","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Serranidae.Cephalopholis.Fulva","",""
500538,"Makaira","Blue marlins","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Istiophoridae","Makaira","","",f,1,5,3,4,,36,,2,,,6,60,419,189,,,,,,f,f,f,f,374,"",,"",4.47,0.01,"Mean TL of species in this genus; seTL being StDev/Sqrt(N)",45,-47,0,9999,,,,,,"both M. nigricans and M. mazara",t,t,,"","","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Istiophoridae.Makaira","",""
602500,"Thalassoma pavo","Ornate wrasse","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Labridae","Thalassoma","pavo","",f,1,6,16,3,1,33,1145,3,2500,,6,60,362,2886,2500,,,,,f,t,f,f,25,"",,"",3.5,0.47,"",45,-20,0,150,25,166,0.27,0.01,3.04,"SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"40.48","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Labridae.Thalassoma.Pavo","",""
601164,"Sparus aurata","Gilthead seabream","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Sparidae","Sparus","aurata","",f,1,6,5,3,1,33,907,3,1164,,6,60,330,927,1164,,,,,f,t,t,f,57,"",,"",3.7,0,"",57,-43,0,150,57.4,2688,0.28,0.01,3.03,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"34.54","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Sparidae.Sparus.Aurata","",""
601850,"Lethrinus variegatus","Slender emperor","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Lethrinidae","Lethrinus","variegatus","",f,1,6,16,3,2,33,1081,3,1850,,6,60,328,4481,1850,,,,,f,f,f,f,16,"",16,"",3.84,,"",30,-25,0,150,15.86,,0.49,,,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"22.77","Low","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Lethrinidae.Lethrinus.Variegatus","",""
605392,"Gymnothorax flavimarginatus","Yellow-edged moray","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Anguilliformes","NA","Muraenidae","Gymnothorax","flavimarginatus","",f,1,6,18,12,2,33,1355,3,5392,,6,26,56,3758,5392,,,,,f,f,f,f,237,"",122,"",4.16,0.72,"",30,-24,0,150,237,22347,,0,3.12,"SLmax_old; SLinf from SLmax of Estimates table; .",t,f,,"73","","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Anguilliformes.NA.Muraenidae.Gymnothorax.Flavimarginatus","",""
600883,"Carcharhinus signatus","Night shark","Chordata","Vertebrata","Chondrichthyes","Elasmobranchii","NA","Carcharhiniformes","NA","Carcharhinidae","Carcharhinus","signatus","",f,,6,1,1,,,,,883,,4,8,11,1358,883,,,,,f,f,f,f,,"",,"",,,"",,,0,600,,,0.12,0.00457,3.08,"",t,t,,"73.31","Very low","Deng","2019-11-21","Chordata.Vertebrata.Chondrichthyes.Elasmobranchii.NA.Carcharhiniformes.NA.Carcharhinidae.Carcharhinus.Signatus","",""
601363,"Trachinus draco","Greater weever","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Trachinidae","Trachinus","draco","",f,1,6,5,3,1,39,971,3,1363,,6,60,377,7188,1363,,,,,f,t,f,f,45,"",,"",3,0,"",66,27,10,150,45.22,659,,0.01,3.02,"SLmax from Estimates table; SLinf from SLmax of Estimates table; .",t,t,,"42.29","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Trachinidae.Trachinus.Draco","",""
600873,"Carcharhinus leucas","Bull shark","Chordata","Vertebrata","Chondrichthyes","Elasmobranchii","NA","Carcharhiniformes","NA","Carcharhinidae","Carcharhinus","leucas","",f,1,6,20,9,2,38,,4,873,,4,8,11,1358,873,,,,,f,f,f,f,328,"",,"",4.31,0.46,"",42,-39,0,152,328,247590,0.07,0,3.07,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"87.54","Very low","Deng","2018-10-09","Chordata.Vertebrata.Chondrichthyes.Elasmobranchii.NA.Carcharhiniformes.NA.Carcharhinidae.Carcharhinus.Leucas","",""
605605,"Oxycheilinus unifasciatus","Ringtail maori wrasse","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Labridae","Oxycheilinus","unifasciatus","",f,1,6,17,3,2,33,1417,3,5605,,6,60,362,242,5605,,,,,f,f,f,f,40,"",,"",4.06,0.7,"",30,-30,0,160,40.28,,0.19,,,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"46.23","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Labridae.Oxycheilinus.Unifasciatus","",""
