"taxon_key","scientific_name","common_name","phylum","sub_phylum","super_class","class","super_order","order","suborder_infraorder","family","genus","species","comments_names","is_retired","taxon_group_id","taxon_level_id","functional_group_id","commercial_group_id","commercial","isscaap_id","cell_id","super_target","fb_spec_code","slb_spec_code","cla_code","ord_code","fam_code","gen_code","spe_code","slb_cla_code","slb_ord_code","slb_fam_code","slb_gen_code","is_use","is_taxa_used","is_mariculture_only","is_baltic_only","sl_max","slbl_max_type","sl_max_2","comments_sl_max","tl","se_tl","comments_tl","lat_north","lat_south","min_depth","max_depth","loo","woo","k","a","b","comments_growth","has_habitat_index","has_map","map_year","vulnerability","resilience","updated_by","date_updated","lineage","true_min_depth","true_max_depth"
601456,"Etrumeus whiteheadi","Whitehead's round herring","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Clupeiformes","NA","Dussumieriidae","Etrumeus","whiteheadi","ASFIS2019: Changed common name from Whiteheads round herring to Whitehead's round herring (NB, 05/06/2019).",f,1,6,1,2,1,35,993,1,1456,,6,28,683,224,1456,,,,,f,t,f,f,22,"",,"",3.4,0.45,"",-22,-36,0,9999,22,68,0.71,0,3.11,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"20.65","High","Deng","2019-06-05","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Dussumieriidae.Etrumeus.Whiteheadi","",""
605123,"Exocoetus monocirrhus","Barbel flyingfish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Beloniformes","NA","Exocoetidae","Exocoetus","monocirrhus","",f,1,6,1,12,,37,,,5123,,6,51,206,64,5123,,,,,,,,f,20,"",,"",6,,"",32,-35,0,9999,,,,,,"",t,f,,"13.04","High","","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Beloniformes.NA.Exocoetidae.Exocoetus.Monocirrhus","",""
200538,"Chondrichthyes","Sharks, rays, chimaeras","Chordata","Vertebrata","Chondrichthyes","","","","","","","","",f,1,2,20,9,1,38,28,4,,,,,,,,,,,,f,t,f,f,150,"",,"",4,0.4,"",90,-90,10,9999,,,,,,"",t,t,,"","","","2018-10-09","Chordata.Vertebrata.Chondrichthyes","",""
400313,"Echeneidae","Remoras","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Echeneidae","","","",f,1,4,3,3,1,37,120,1,,,6,60,313,,,,,,,f,t,f,f,96,"",,"",3.22,0.14,"",45,-45,20,9999,,,,,,"",t,t,,"","","","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Echeneidae","",""
400176,"Percopsidae","Trout-perches","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Percopsiformes","NA","Percopsidae","","","",f,1,4,4,12,2,39,87,3,,,6,43,176,,,,,,,f,f,f,t,8,"",,"",3.58,0.01,"Mean TL of species in this class; seTL being StDev/Sqrt(N)",90,-90,10,61,,,,,,"For Percopsis transmontana (a freshwater species), FAO 2, endemic in Washington, USA (FAO 67). Min/Max depth from Percopsis omismonycus.",f,f,,"","","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Percopsiformes.NA.Percopsidae","",""
690023,"Illex argentinus","Argentine shortfin squid","Mollusca","NA","NA","Cephalopoda","Coleoidea","Teuthida","NA","Ommastrephidae","Illex","argentinus","",f,3,6,25,12,1,57,1845,5,,57274,901063,910267,901920,906759,957274,1063,10267,1920,6759,f,t,f,f,33,"ML",,"",3.8,0.55,"",-20,-55,0,9999,,,0.94,,,"",t,t,,"","","Deng","2018-10-09","Mollusca.NA.NA.Cephalopoda.Coleoidea.Teuthida.NA.Ommastrephidae.Illex.Argentinus","",""
690058,"Artemia salina","Brine shrimp","Arthropoda","Crustacea","NA","Branchiopoda","NA","Anostraca","NA","Artemiidae","Artemia","salina","",f,2,6,26,10,2,47,1866,6,,7884,901006,910024,900250,900787,907884,1006,10024,250,787,f,f,f,f,4,"",,"",2,0,"",90,-90,0,9999,,,,,,"",t,f,,"","","Deng","2018-10-09","Arthropoda.Crustacea.NA.Branchiopoda.NA.Anostraca.NA.Artemiidae.Artemia.Salina","",""
600339,"Menidia menidia","Atlantic silverside","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Atheriniformes","NA","Atherinopsidae","Menidia","menidia","",f,1,6,1,12,1,37,644,1,339,,6,49,623,3456,339,,,,,f,t,f,f,12,"",,"",3.19,0.1,"",51,29,0,9999,12.3,11,1.16,0,3.11,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"13.34","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Atheriniformes.NA.Atherinopsidae.Menidia.Menidia","",""
623049,"Cheilopogon unicolor","Limpidwing flyingfish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Beloniformes","NA","Exocoetidae","Cheilopogon","unicolor","",f,1,6,2,12,1,37,,1,23049,,6,51,206,4971,23049,,,,,f,f,f,f,31,"",,"",3.7,0.5,"",37,-22,0,9999,31.16,178,0.87,0,3.12,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"20.36","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Beloniformes.NA.Exocoetidae.Cheilopogon.Unicolor","",""
605807,"Monodactylus argenteus","Silver moony","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Monodactylidae","Monodactylus","argenteus","",f,1,6,1,3,2,39,1494,1,5807,,6,60,333,7023,5807,,,,,f,f,f,f,27,"",20,"",2.95,0.33,"",31,-42,0,9999,27,556,,0.03,2.98,"SLmax_old; SLinf from SLmax of Estimates table; .",t,f,,"22.94","","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Monodactylidae.Monodactylus.Argenteus","",""
601606,"Dorosoma petenense","Threadfin shad","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Clupeiformes","NA","Clupeidae","Dorosoma","petenense","",f,1,6,1,2,,35,,,1606,,6,28,43,3494,1606,,,,,,,,f,27.23895997,"",,"",6,,"",42,15,0,9999,,,,,,"",t,f,,"31.35","Medium","","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Dorosoma.Petenense","",""
601030,"Cheilopogon melanurus","Atlantic flyingfish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Beloniformes","NA","Exocoetidae","Cheilopogon","melanurus","",f,1,6,1,12,,37,,,1030,,6,51,206,4971,1030,,,,,,,,f,26.666656,"",,"",6,,"",40,-25,0,9999,,,,,,"",t,f,,"17.69","High","","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Beloniformes.NA.Exocoetidae.Cheilopogon.Melanurus","",""
605122,"Cypselurus poecilopterus","Yellowing flyingfish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Beloniformes","NA","Exocoetidae","Cypselurus","poecilopterus","",f,1,6,1,12,2,37,1338,1,5122,,6,51,206,4432,5122,,,,,f,f,f,f,22,"",,"",3.4,0.45,"",45,-25,0,9999,22.14,120,1.19,0.01,3.04,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"14.84","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Beloniformes.NA.Exocoetidae.Cypselurus.Poecilopterus","",""
600340,"Eleutheronema tetradactylum","Fourfinger threadfin","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Polynemidae","Eleutheronema","tetradactylum","",f,1,6,6,3,1,33,645,3,340,,6,60,361,1052,340,,,,,f,t,t,f,164,"",,"",4.06,0.47,"",26,-29,0,9999,164,31646,0.13,0,3.12,"SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"68.99","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Polynemidae.Eleutheronema.Tetradactylum","",""
601625,"Ilisha africana","West African ilisha","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Clupeiformes","NA","Pristigasteridae","Ilisha","africana","",f,1,6,2,2,1,35,1032,1,1625,,6,28,620,2181,1625,,,,,f,t,f,f,30,"",17,"",3.59,0.15,"",19,-10,0,9999,30,191,1.26,0.01,3,"SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"19.04","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Pristigasteridae.Ilisha.Africana","",""
601199,"Umbrina coroides","Sand drum","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Sciaenidae","Umbrina","coroides","",f,1,6,5,3,,33,,,1199,,6,60,331,1644,1199,,,,,,,,f,30.37192593,"",,"",6,,"",38,-8,5,15,,,,,,"",t,f,,"26.16","High","","2019-06-05","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Sciaenidae.Umbrina.Coroides","",""
600238,"Salmo trutta","Sea trout","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Salmoniformes","NA","Salmonidae","Salmo","trutta","Changed from S trutta trutta to S trutta",f,1,6,3,6,1,23,575,2,238,,6,36,76,6009,238,,,,,f,t,t,f,140,"",94,"",3.36,0.1,"",71,34,0,9999,50,1151,0.29,0.01,3.02,"SLmax_old; SLinf from average of observed data for species; K from theta and average SLinf.",t,t,,"59.96","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Salmoniformes.NA.Salmonidae.Salmo.Trutta","",""
603241,"Menidia beryllina","Inland silverside","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Atheriniformes","NA","Atherinopsidae","Menidia","beryllina","",f,1,6,1,12,,37,,,3241,,6,49,623,3456,3241,,,,,,,,f,11.25,"",,"",6,,"",42,25,0,9999,,,,,,"",t,f,,"18.38","High","","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Atheriniformes.NA.Atherinopsidae.Menidia.Beryllina","",""
604712,"Acipenser gueldenstaedtii","Danube sturgeon","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Acipenseriformes","NA","Acipenseridae","Acipenser","gueldenstaedtii","Changed common name from Russian sturgeon to Danube sturgeon (Sept 27, 2012).",f,1,6,6,12,2,21,1280,3,4712,,6,19,32,2154,4712,,,,,f,f,f,f,194,"",,"",3.32,0.07,"",61,36,0,50,193.52,58155,0.04,0,3.12,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"87.01","Very low","Deng","2019-06-05","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Acipenseriformes.NA.Acipenseridae.Acipenser.Gueldenstaedtii","",""
601604,"Dorosoma cepedianum","American gizzard shad","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Clupeiformes","NA","Clupeidae","Dorosoma","cepedianum","",f,1,6,2,2,1,24,1027,1,1604,,6,28,43,3494,1604,,,,,f,t,f,f,53,"",,"",2,0,"",49,21,0,9999,52.61,1657,0.48,0.01,3.05,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"30.28","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Dorosoma.Cepedianum","",""
601517,"Sardinella sindensis","Sind sardinella","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Clupeiformes","NA","Clupeidae","Sardinella","sindensis","",f,1,6,1,2,,35,,1,1517,,6,28,43,3475,1517,,,,,t,t,,f,17,"",,"",6,,"",30,10,0,9999,19.5,,1.18,0.0132,2.93,"median record from FB",t,t,2019,"21","High","Deng","2019-11-16","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Sardinella.Sindensis","",""
601507,"Sardinella fimbriata","Fringescale sardinella","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Clupeiformes","NA","Clupeidae","Sardinella","fimbriata","",f,1,6,1,2,2,35,1007,1,1507,,6,28,43,3475,1507,,,,,f,f,f,t,13,"",,"",2.7,0.3,"",23,-12,0,9999,13,17,1.09,0.01,2.99,"SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"10","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Sardinella.Fimbriata","",""
600625,"Coilia dussumieri","Goldspotted grenadier anchovy","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Clupeiformes","NA","Engraulidae","Coilia","dussumieri","",f,1,6,1,1,,35,,1,625,,6,28,454,4753,625,,,,,t,t,,f,20,"",,"",3.3,0.39,"",24,-9,0,9999,25.6,,1.2,0.0091,2.64,"",t,t,2019,"14.53","High","Deng","2019-11-16","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Engraulidae.Coilia.Dussumieri","",""
601619,"Anodontostoma chacunda","Chacunda gizzard shad","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Clupeiformes","NA","Clupeidae","Anodontostoma","chacunda","",f,1,6,1,2,1,24,1031,1,1619,,6,28,43,3877,1619,,,,,f,t,f,f,22,"",14,"",3,0.32,"",30,-22,0,9999,22,213,1.06,0.02,3.09,"SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"13.94","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Anodontostoma.Chacunda","",""
601608,"Clupanodon thrissa","Chinese gizzard shad","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Clupeiformes","NA","Clupeidae","Clupanodon","thrissa","",f,1,6,1,2,1,35,1028,1,1608,,6,28,43,739,1608,,,,,f,t,f,f,26,"",,"",3.01,0.02,"",25,7,0,9999,26,198,0.47,0.01,3.05,"SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"30.73","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Clupanodon.Thrissa","",""
600692,"Lichia amia","Leerfish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Carangidae","Lichia","amia","",f,1,6,3,3,1,37,820,2,692,,6,60,314,3335,692,,,,,f,t,f,f,144,"",139,"",4.5,0.8,"",47,-28,0,9999,143.8,32134,0.11,0.01,2.96,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"74.77","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Carangidae.Lichia.Amia","",""
601529,"Lile stolifera","Pacific piquitinga","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Clupeiformes","NA","Clupeidae","Lile","stolifera","",f,1,6,1,2,2,35,,1,1529,,6,28,43,6154,1529,,,,,f,f,f,f,13,"",,"",3.49,0.43,"",33,-5,0,9999,13,22,1.36,0.01,3.04,"SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"10.39","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Lile.Stolifera","",""
601589,"Brevoortia patronus","Gulf menhaden","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Clupeiformes","NA","Clupeidae","Brevoortia","patronus","",f,1,6,2,2,1,35,1019,1,1589,,6,28,43,9068,1589,,,,,f,t,f,f,35,"",,"",2.19,0.07,"",31,18,0,9999,35,620,0.41,0.01,3.11,"SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"29.47","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Brevoortia.Patronus","",""
600611,"Setipinna taty","Scaly hairfin anchovy","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Clupeiformes","NA","Engraulidae","Setipinna","taty","",f,1,6,1,1,,35,,1,611,,6,28,454,213,611,,,,,,,,f,13.2911865,"",,"",3.6,0.58,"from diets",24,-9,0,9999,20.5,,0.332,0.0186,2.79,"",t,t,2019,"32.29","Medium","","2019-11-15","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Engraulidae.Setipinna.Taty","",""
601592,"Brevoortia tyrannus","Atlantic menhaden","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Clupeiformes","NA","Clupeidae","Brevoortia","tyrannus","",f,1,6,2,2,1,35,1021,1,1592,,6,28,43,9068,1592,,,,,f,t,f,f,40,"",38,"",3.23,0.17,"",45,25,0,9999,29,392,0.57,0.01,3.1,"SLmax from Estimates table; SLinf from average of observed data for species; K from theta and average SLinf.",t,t,,"30.33","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Brevoortia.Tyrannus","",""
690354,"Martialia hyadesi","Sevenstar flying squid","Mollusca","NA","NA","Cephalopoda","Coleoidea","Teuthida","NA","Ommastrephidae","Martialia","hyadesi","",f,3,6,25,12,1,57,2001,5,,57699,901063,910267,901920,908289,957699,1063,10267,1920,8289,f,t,f,f,40,"ML",,"",4.36,0.61,"",0,-60,0,9999,,,,,,"",t,t,,"","","Deng","2018-10-09","Mollusca.NA.NA.Cephalopoda.Coleoidea.Teuthida.NA.Ommastrephidae.Martialia.Hyadesi","",""
603703,"Astroscopus guttatus","Northern stargazer","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Uranoscopidae","Astroscopus","guttatus","",f,1,6,5,3,,39,,,3703,,6,60,378,3114,3703,,,,,,,,f,50.268,"",,"",6,,"",42,31,10,36,,,,,,"",t,f,,"52.34","Medium","","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Uranoscopidae.Astroscopus.Guttatus","",""
601454,"Dussumieria elopsoides","Slender rainbow sardine","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Clupeiformes","NA","Dussumieriidae","Dussumieria","elopsoides","",f,1,6,1,2,1,35,991,1,1454,,6,28,683,7125,1454,,,,,f,t,f,f,20,"",,"",3.4,0.45,"",36,-19,0,9999,20,79,0.55,0.01,3.05,"SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"24.38","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Dussumieriidae.Dussumieria.Elopsoides","",""
601481,"Harengula thrissina","Pacific flatiron herring","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Clupeiformes","NA","Clupeidae","Harengula","thrissina","",f,1,6,1,2,2,35,,1,1481,,6,28,43,6654,1481,,,,,f,f,f,f,14,"",,"",3.1,0.3,"",33,-17,0,9999,14.46,33,0.77,0.01,3.05,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"15.39","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Harengula.Thrissina","",""
601077,"Lobotes surinamensis","Tripletail","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Lobotidae","Lobotes","surinamensis","Changed common name from Atlantic tripletail to Tripletail (Sept 26, 2012)",f,1,6,15,3,1,39,898,3,1077,,6,60,325,165,1077,,,,,f,t,f,f,90,"",,"",4.04,0.47,"",43,-40,0,9999,90.2,15333,0.68,0.02,3,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"34.52","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Lobotidae.Lobotes.Surinamensis","",""
605030,"Sphyraena afra","Guinean barracuda","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Sphyraenidae","Sphyraena","afra","",f,1,6,3,3,,39,,,5030,,6,60,360,997,5030,,,,,,,,f,177.277645,"",,"",6,,"",15,-22,0,9999,,,,,,"",t,f,,"78.22","Very low","","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Sphyraenidae.Sphyraena.Afra","",""
601471,"Clupeonella engrauliformis","Anchovy sprat","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Clupeiformes","NA","Clupeidae","Clupeonella","engrauliformis","",f,1,6,1,2,2,35,998,1,1471,,6,28,43,8931,1471,,,,,f,f,f,f,16,"",15,"",3,0,"",45,35,0,9999,16.5,,0.71,,,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"21.33","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Clupeidae.Clupeonella.Engrauliformis","",""
600006,"Coryphaena hippurus","Common dolphinfish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Coryphaenidae","Coryphaena","hippurus","",f,1,6,3,3,1,39,438,2,6,,6,60,315,6651,6,,,,,f,t,f,f,175,"",168,"",4.37,0.77,"",47,-38,0,9999,165,32185,1.17,0.02,2.84,"SLmax from Estimates table; SLinf from average of observed data for species; K from theta and average SLinf.",t,t,,"39.15","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Coryphaenidae.Coryphaena.Hippurus","",""
600039,"Aphia minuta","Transparent goby","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Gobiidae","Aphia","minuta","",f,1,6,4,3,2,33,456,3,39,,6,60,405,899,39,,,,,f,f,f,f,6,"",,"",3.1,0.28,"",70,25,0,9999,6.48,1,1.72,0,3.28,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"10","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Gobiidae.Aphia.Minuta","",""
601236,"Sphyraena guachancho","Guachanche barracuda","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Sphyraenidae","Sphyraena","guachancho","",f,1,6,3,3,,39,,2,1236,,6,60,360,997,1236,,,,,f,f,f,f,164,"",,"",4.35,0.33,"",45,-55,0,9999,164,,0.09,,,"SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"79.24","Very low","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Sphyraenidae.Sphyraena.Guachancho","",""
600113,"Sarda chiliensis","Eastern Pacific bonito","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Scombridae","Sarda","chiliensis","Changed from S chiliensis chiliensis to S chiliensis",f,1,6,2,4,1,36,500,2,113,,6,60,416,939,113,,,,,f,t,f,f,84,"",73,"",4.49,0.32,"",60,-35,0,9999,83.64,6813,0.26,0.01,3.05,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"35.6","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Scombridae.Sarda.Chiliensis","",""
601765,"Sphyraena sphyraena","European barracuda","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Sphyraenidae","Sphyraena","sphyraena","",f,1,6,3,3,2,39,1059,2,1765,,6,60,360,997,1765,,,,,f,f,f,f,146,"",36,"",4.04,0.51,"",75,-40,0,9999,145.93,21843,0.11,0.01,2.92,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"48.64","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Sphyraenidae.Sphyraena.Sphyraena","",""
600943,"Acanthurus chirurgus","Doctorfish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Acanthuridae","Acanthurus","chirurgus","",f,,6,1,1,,,,,943,,6,60,412,9710,943,,,,,f,f,f,f,,"",,"",,,"",,,2,25,,,0.45,0.0219,2.95,"",t,t,,"22.98","Medium","Deng","2019-11-21","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Acanthuridae.Acanthurus.Chirurgus","",""
600385,"Chloroscombrus chrysurus","Atlantic bumper","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Carangidae","Chloroscombrus","chrysurus","",f,1,6,2,3,1,37,679,1,385,,6,60,314,4797,385,,,,,f,t,f,f,53,"",,"",3.54,0.21,"",43,-13,0,9999,53.3,1582,0.35,0.01,2.93,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"29.1","High","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Carangidae.Chloroscombrus.Chrysurus","",""
609888,"Cubiceps capensis","Cape fathead","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Nomeidae","Cubiceps","capensis","",f,1,6,2,3,,37,,,9888,,6,60,422,1399,9888,,,,,,,,f,87.43528923,"",,"",6,,"",40,-35,0,9999,,,,,,"",t,f,,"48.21","Medium","","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Nomeidae.Cubiceps.Capensis","",""
601452,"Chirocentrus nudus","Whitefin wolf-herring","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Clupeiformes","NA","Chirocentridae","Chirocentrus","nudus","",f,1,6,3,2,1,35,989,2,1452,,6,28,45,9307,1452,,,,,f,t,f,f,100,"",60,"",4.19,0.74,"",33,-33,0,9999,100,6026,0.24,0,3.05,"SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"52.85","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Chirocentridae.Chirocentrus.Nudus","",""
600219,"Kajikia albida","Atlantic white marlin","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Istiophoridae","Kajikia","albida","Changed from Tetrapturus albidus to Kajikia albida; gencode changed from 4881 to 9072",f,1,6,3,4,1,36,563,2,219,,6,60,419,9072,219,,,,,f,t,f,f,246,"",,"",4.49,0.38,"",47,-39,0,9999,246,,0.58,,,"SLmax_old; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"41.31","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Istiophoridae.Kajikia.Albida","",""
600223,"Kajikia audax","Striped marlin","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Istiophoridae","Kajikia","audax","Changed from Tetrapturus audax to Kajikia audax (Sept. 14, 2012); gencode changed from 4881 to 9072",f,1,6,3,4,1,36,565,2,223,,6,60,419,9072,223,,,,,f,t,f,f,344,"",353,"",4.58,0.76,"",45,-45,0,9999,344.4,551759,0.4,0.01,3.15,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,t,,"55.5","Medium","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Istiophoridae.Kajikia.Audax","",""
