MPA,MPA_Name,cg_name,time_period,Data_Type,RCP,Model,sector_type_id,total_sum,baseline_sum,delta_mean,sector_name,eez_name,baseline_importance
GreatBarrierReef,Great Barrier Reef,Tuna & billfishes,End of Century,nonuse_value,85,MPA,1,250033087.20201534,191084138.65057692,30.84973403220793,Industrial,Australia,NA
GreatBarrierReef,Great Barrier Reef,Tuna & billfishes,End of Century,revenue,85,MPA,1,1178206.2744671153,992648.8710207668,18.69315614649669,Industrial,Australia,85.5445341768369
GreatBarrierReef,Great Barrier Reef,Tuna & billfishes,Mid Century,Abd,85,MPA,1,98682.14501464156,97900.11074592716,0.7988083596186681,Industrial,Australia,18.619608431947416
GreatBarrierReef,Great Barrier Reef,Tuna & billfishes,Mid Century,Catch,85,MPA,1,650.6629544633544,656.3813366157603,-0.8711981638432034,Industrial,Australia,NA
GreatBarrierReef,Great Barrier Reef,Tuna & billfishes,Mid Century,nonuse_value,85,MPA,1,204885796.30447114,191084138.65057692,7.222817001641568,Industrial,Australia,NA
GreatBarrierReef,Great Barrier Reef,Tuna & billfishes,Mid Century,revenue,85,MPA,1,1032816.9274212398,992648.8710207668,4.046552368428841,Industrial,Australia,85.5445341768369
GreatBarrierReef,Great Barrier Reef,Tuna & billfishes,Today,Abd,85,MPA,1,97900.11074592716,97900.11074592716,0,Industrial,Australia,18.619608431947416
GreatBarrierReef,Great Barrier Reef,Tuna & billfishes,Today,Catch,85,MPA,1,656.3813366157603,656.3813366157603,0,Industrial,Australia,NA
GreatBarrierReef,Great Barrier Reef,Tuna & billfishes,Today,nonuse_value,85,MPA,1,191084138.65057692,191084138.65057692,0,Industrial,Australia,NA
GreatBarrierReef,Great Barrier Reef,Tuna & billfishes,Today,revenue,85,MPA,1,992648.8710207668,992648.8710207668,0,Industrial,Australia,85.5445341768369
Palau,Palau,Perch-likes,End of Century,Abd,85,MPA,2,0.6299984960105094,5.147303518939687,-87.7606110909837,Subsistence,Palau,93.72814374691687
Palau,Palau,Perch-likes,End of Century,Abd,85,MPA,3,1.1105213653636479,698.3139376376824,-99.84097104389461,Artisanal,Palau,90.2821163334848
Palau,Palau,Perch-likes,End of Century,Catch,85,MPA,2,0.007670957147670896,0.02651494938731722,-71.06931250134646,Subsistence,Palau,NA
Palau,Palau,Perch-likes,End of Century,Catch,85,MPA,3,0.010174805030341683,20.720893933461436,-99.95089591663846,Artisanal,Palau,NA
Palau,Palau,Perch-likes,End of Century,nonuse_value,85,MPA,2,1220.8706130576095,7884.55273329059,-84.51566430771929,Subsistence,Palau,NA
Palau,Palau,Perch-likes,End of Century,nonuse_value,85,MPA,3,1939.7328256099065,71808.88343103946,-97.29875645890984,Artisanal,Palau,NA
Palau,Palau,Perch-likes,End of Century,revenue,85,MPA,2,14.914601880258969,41.888633435265376,-64.39463248829071,Subsistence,Palau,98.14583362125647
Palau,Palau,Perch-likes,End of Century,revenue,85,MPA,3,18.660358312734477,845.3602166268254,-97.79261456291457,Artisanal,Palau,90.66936543344654
Palau,Palau,Perch-likes,Mid Century,Abd,85,MPA,2,0.6781384287190598,5.147303518939687,-86.82536543213693,Subsistence,Palau,93.72814374691687
Palau,Palau,Perch-likes,Mid Century,Abd,85,MPA,3,449.9333475824579,698.3139376376824,-35.56861415303669,Artisanal,Palau,90.2821163334848
Palau,Palau,Perch-likes,Mid Century,Catch,85,MPA,2,0.00819488081160806,0.02651494938731722,-69.0933567630045,Subsistence,Palau,NA
Palau,Palau,Perch-likes,Mid Century,Catch,85,MPA,3,13.37134713513914,20.720893933461436,-35.46925543812458,Artisanal,Palau,NA
Palau,Palau,Perch-likes,Mid Century,nonuse_value,85,MPA,2,1233.4198639491938,7884.55273329059,-84.35650181219054,Subsistence,Palau,NA
Palau,Palau,Perch-likes,Mid Century,nonuse_value,85,MPA,3,2020235.368490977,2554109.233491207,-20.90254629675642,Artisanal,Palau,NA
Palau,Palau,Perch-likes,Mid Century,revenue,85,MPA,2,14.897965696600275,41.888633435265376,-64.43434775779076,Subsistence,Palau,98.14583362125647
Palau,Palau,Perch-likes,Mid Century,revenue,85,MPA,3,60519.1952540774,76590.10952798856,-20.98301513466085,Artisanal,Palau,90.66936543344654
Palau,Palau,Perch-likes,Today,Abd,85,MPA,2,5.147303518939687,5.147303518939687,0,Subsistence,Palau,93.72814374691687
Palau,Palau,Perch-likes,Today,Abd,85,MPA,3,698.3139376376824,698.3139376376824,0,Artisanal,Palau,90.2821163334848
Palau,Palau,Perch-likes,Today,Catch,85,MPA,2,0.02651494938731722,0.02651494938731722,0,Subsistence,Palau,NA
Palau,Palau,Perch-likes,Today,Catch,85,MPA,3,20.720893933461436,20.720893933461436,0,Artisanal,Palau,NA
Palau,Palau,Perch-likes,Today,nonuse_value,85,MPA,2,7884.55273329059,7884.55273329059,0,Subsistence,Palau,NA
Palau,Palau,Perch-likes,Today,nonuse_value,85,MPA,3,2600258.5564538874,2600258.5564538874,0,Artisanal,Palau,NA
Palau,Palau,Perch-likes,Today,revenue,85,MPA,2,41.888633435265376,41.888633435265376,0,Subsistence,Palau,98.14583362125647
Palau,Palau,Perch-likes,Today,revenue,85,MPA,3,77984.07333685858,77984.07333685858,0,Artisanal,Palau,90.66936543344654
Palau,Palau,Tuna & billfishes,End of Century,Abd,85,MPA,1,4.810481551055582,167834.7332413958,-99.997133798554,Industrial,Palau,99.41386071026942
Palau,Palau,Tuna & billfishes,End of Century,Catch,85,MPA,1,0.010005983640635353,1075.764051284665,-99.99906987190836,Industrial,Palau,NA
Palau,Palau,Tuna & billfishes,End of Century,nonuse_value,85,MPA,1,7196.480400379142,6521592.427586261,-99.8896514849665,Industrial,Palau,NA
Palau,Palau,Tuna & billfishes,End of Century,revenue,85,MPA,1,14.968951526390466,29531.50234693456,-99.94931192002853,Industrial,Palau,99.9976465873741
Palau,Palau,Tuna & billfishes,Mid Century,Abd,85,MPA,1,85891.55369886037,167834.7332413958,-48.8237315125213,Industrial,Palau,99.41386071026942
Palau,Palau,Tuna & billfishes,Mid Century,Catch,85,MPA,1,518.8936166813563,1075.764051284665,-51.76510908115032,Industrial,Palau,NA
Palau,Palau,Tuna & billfishes,Mid Century,nonuse_value,85,MPA,1,343668284.87481606,598240068.5506493,-42.553449201853354,Industrial,Palau,NA
Palau,Palau,Tuna & billfishes,Mid Century,revenue,85,MPA,1,1306416.2043158119,2487515.087798006,-47.481074156126,Industrial,Palau,99.9976465873741
Palau,Palau,Tuna & billfishes,Today,Abd,85,MPA,1,167834.7332413958,167834.7332413958,0,Industrial,Palau,99.41386071026942
Palau,Palau,Tuna & billfishes,Today,Catch,85,MPA,1,1075.764051284665,1075.764051284665,0,Industrial,Palau,NA
Palau,Palau,Tuna & billfishes,Today,nonuse_value,85,MPA,1,598240068.5506493,598240068.5506493,0,Industrial,Palau,NA
Palau,Palau,Tuna & billfishes,Today,revenue,85,MPA,1,2487515.087798006,2487515.087798006,0,Industrial,Palau,99.9976465873741
