taxon_key,scientific_name,common_name,functional_group_id,commercial_group_id,fg_name,cg_name
606630,Abudefduf vaigiensis,Indo-Pacific sergeant,16,3,Small reef assoc. fish (<30 cm),Perch-likes
601159,Sparisoma chrysopterum,Redtail parrotfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
601160,Sparisoma rubripinne,Redfin parrotfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
601054,Gerres cinereus,Yellow fin mojarra,16,3,Small reef assoc. fish (<30 cm),Perch-likes
604626,Siganus randalli,Variegated spinefoot,16,3,Small reef assoc. fish (<30 cm),Perch-likes
604746,Acanthurus maculiceps,White freckled surgeonfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
605551,Scarus oviceps,Darkcapped parrotfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
607580,Trinectes paulistanus,Slipper sole,23,7,Small to medium flatfishes (<90 cm),Flatfishes
605726,Pomacentrus pavo,Sapphire damsel,16,3,Small reef assoc. fish (<30 cm),Perch-likes
606082,Plectropomus areolatus,Squaretail coralgrouper,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
605953,Paracirrhites hemistictus,Whitespot hawkfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
600949,Notarius grandicassis,Thomas sea catfish,5,12,Medium demersals (30 - 89 cm),Other fishes & inverts
600134,Scomberomorus regalis,Cero,18,3,Large reef assoc. fish (>=90 cm),Perch-likes
601169,Cynoscion acoupa,Acoupa weakfish,6,3,Large demersals (>=90 cm),Perch-likes
605645,Thalassoma lunare,Moon wrasse,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
605688,Abudefduf sexfasciatus,Scissortail sergeant,16,3,Small reef assoc. fish (<30 cm),Perch-likes
606028,Rhinecanthus verrucosus,Blackbelly triggerfish,16,12,Small reef assoc. fish (<30 cm),Other fishes & inverts
605877,Scolopsis lineata,Striped monocle bream,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605635,Hemigymnus fasciatus,Barred thicklip,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
604328,Istigobius decoratus,Decorated goby,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605546,Scarus frenatus,Bridled parrotfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
652472,Bathyraja scaphiops,Cuphead skate,1,1,Small pelagics (<30 cm),Anchovies
690898,Carpilius corallinus,Batwing coral crab,27,10,"Lobsters, crabs",Crustaceans
607366,Epinephelus summana,Summan grouper,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
601486,Opisthonema oglinum,Atlantic thread herring,1,2,Small pelagics (<30 cm),Herring-likes
611841,Bathysaurus ferox,Deep-sea lizardfish,1,1,Small pelagics (<30 cm),Anchovies
604604,Acipenser ruthenus,Sterlet sturgeon,6,12,Large demersals (>=90 cm),Other fishes & inverts
690665,Upogebia pugettensis,Blue mud shrimp,27,10,"Lobsters, crabs",Crustaceans
601220,Calamus arctifrons,Grass porgy,18,3,Large reef assoc. fish (>=90 cm),Perch-likes
614983,Plesiops corallicola,Bluegill longfin,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605885,Scolopsis bilineata,Two-lined monocle bream,16,3,Small reef assoc. fish (<30 cm),Perch-likes
606506,Myripristis adusta,Shadowfin soldierfish,16,12,Small reef assoc. fish (<30 cm),Other fishes & inverts
606575,Valenciennea strigata,Blueband goby,16,3,Small reef assoc. fish (<30 cm),Perch-likes
600388,Selaroides leptolepis,Yellowstripe scad,1,3,Small pelagics (<30 cm),Perch-likes
601924,Carangoides coeruleopinnatus,Coastal trevally,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
607939,Sphyraena qenie,Blackfin barracuda,18,3,Large reef assoc. fish (>=90 cm),Perch-likes
603355,Rypticus subbifrenatus,Spotted soapfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
603909,Benthodesmus elongatus,Elongate frostfish,1,1,Small pelagics (<30 cm),Anchovies
502996,Acanthocybium,Wahoos,3,3,Large pelagics (>=90 cm),Perch-likes
600974,Strongylura marina,Atlantic needlefish,3,12,Large pelagics (>=90 cm),Other fishes & inverts
604969,Scarus rivulatus,Rivulated parrotfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
601231,Diplodus holbrookii,Spottail seabream,5,3,Medium demersals (30 - 89 cm),Perch-likes
614383,Scarus persicus,Gulf parrotfish,14,3,Medium benthopelagics (30 - 89 cm),Perch-likes
604747,Acanthurus nigricauda,Epaulette surgeonfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605603,Cheilinus trilobatus,Tripletail wrasse,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
600080,Chanos chanos,Milkfish,15,12,Large benthopelagics (>=90 cm),Other fishes & inverts
605538,Cetoscarus bicolor,Bicolour parrotfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
605623,Cheilio inermis,Cigar wrasse,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
602498,Kyphosus sectatrix,Bermuda sea chub,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
613998,Micropogonias altipinnis,Tallfin croaker,14,3,Medium benthopelagics (30 - 89 cm),Perch-likes
600358,Perca fluviatilis,European perch,5,3,Medium demersals (30 - 89 cm),Perch-likes
605598,Cheilinus chlorourus,Floral wrasse,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
500488,Istiophorus,Sailfishes,3,4,Large pelagics (>=90 cm),Tuna & billfishes
601588,Brevoortia gunteri,Finescale menhaden,1,2,Small pelagics (<30 cm),Herring-likes
605559,Chaetodon bennetti,Bluelashed butterflyfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
606466,Epinephelus corallicola,Coral grouper,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
612663,Halichoeres hortulanus,Checkerboard wrasse,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605636,Hemigymnus melapterus,Blackeye thicklip,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
601886,Pterocaesio trilineata,Three-stripe fusilier,16,3,Small reef assoc. fish (<30 cm),Perch-likes
604913,Pterois radiata,Radial firefish,16,8,Small reef assoc. fish (<30 cm),Scorpionfishes
604909,Sargocentron violaceum,Violet squirrelfish,17,12,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts
605842,Sufflamen chrysopterum,Halfmoon triggerfish,16,12,Small reef assoc. fish (<30 cm),Other fishes & inverts
605646,Thalassoma lutescens,Yellow-brown wrasse,16,3,Small reef assoc. fish (<30 cm),Perch-likes
604545,Siganus rivulatus,Marbled spinefoot,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605544,Scarus festivus,Festive parrotfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
605626,Gomphosus varius,Bird wrasse,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
601591,Brevoortia smithi,Yellowfin menhaden,2,2,Medium pelagics (30 - 89 cm),Herring-likes
601262,Ctenochaetus striatus,Striated surgeonfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605537,Bolbometopon muricatum,Green humphead parrotfish,18,3,Large reef assoc. fish (>=90 cm),Perch-likes
605574,Chaetodon reticulatus,Mailed butterflyfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
601266,Zebrasoma velifer,Sailfin tang,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
690805,Portunus sanguinolentus,Three-spot swimming crab,27,10,"Lobsters, crabs",Crustaceans
605763,Nectamia bandanensis,Bigeye cardinalfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605748,Apogon trimaculatus,Three-spot cardinalfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605952,Paracirrhites forsteri,Blackside hawkfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
606940,Plectorhinchus lineatus,Yellowbanded sweetlips,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
605638,Hologymnosus doliatus,Pastel ringwrasse,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
608097,Chlorurus microrhinos,Steephead parrotfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
605557,Chaetodon auriga,Threadfin butterflyfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
601885,Urophycis earllii,Carolina hake,5,5,Medium demersals (30 - 89 cm),Cod-likes
605983,Mulloidichthys flavolineatus,Yellowstripe goatfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
605555,Scarus rubroviolaceus,Ember parrotfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
601248,Dasyatis guttata,Longnose stingray,22,9,Large rays (>=90 cm),Sharks & rays
605561,Chaetodon citrinellus,Speckled butterflyfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
606550,Chaetodon ornatissimus,Ornate butterflyfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605802,Pempheris oualensis,Silver sweeper,16,3,Small reef assoc. fish (<30 cm),Perch-likes
602556,Beringraja binoculata,Big skate,1,1,Small pelagics (<30 cm),Anchovies
607348,Epinephelus howlandi,Blacksaddle grouper,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
601303,Atherinomorus lacunosus,Hardyhead silverside,16,12,Small reef assoc. fish (<30 cm),Other fishes & inverts
606396,Cephalopholis argus,Peacock hind,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
605396,Gymnothorax rueppellii,Banded moray,17,12,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts
690785,Echinothrix diadema,Blue-black urchin,29,12,Other demersal invertebrates,Other fishes & inverts
690075,Ostrea chilensis,Chilean flat oyster,29,11,Other demersal invertebrates,Molluscs
602566,Beringraja rhina,Longnose skate,1,1,Small pelagics (<30 cm),Anchovies
610307,Cheilopogon agoo,Japanese flyingfish,2,12,Medium pelagics (30 - 89 cm),Other fishes & inverts
605477,Amblyglyphidodon curacao,Staghorn damselfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
604621,Siganus punctatus,Goldspotted spinefoot,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
605459,Labroides dimidiatus,Bluestreak cleaner wrasse,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605712,Plectroglyphidodon lacrymatus,Whitespotted devil,16,3,Small reef assoc. fish (<30 cm),Perch-likes
606448,Cephalopholis leopardus,Leopard hind,16,3,Small reef assoc. fish (<30 cm),Perch-likes
617471,Acanthurus gahhm,Black surgeonfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
605986,Parupeneus barberinoides,Bicolor goatfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
604163,Bothragonus swanii,Rockhead,1,1,Small pelagics (<30 cm),Anchovies
608312,Brachirus orientalis,Oriental sole,1,1,Small pelagics (<30 cm),Anchovies
601179,Isopisthus parvipinnis,Bigtooth corvina,4,3,Small demersals (<30 cm),Perch-likes
605730,Pomacentrus vaiuli,Ocellate damselfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
604027,Prionotus scitulus,Leopard searobin,18,8,Large reef assoc. fish (>=90 cm),Scorpionfishes
606473,Epinephelus polyphekadion,Camouflage grouper,18,3,Large reef assoc. fish (>=90 cm),Perch-likes
6958213,Eledone cirrhosa,horned octopus,1,1,Small pelagics (<30 cm),Anchovies
605388,Echidna nebulosa,Snowflake moray,18,12,Large reef assoc. fish (>=90 cm),Other fishes & inverts
601177,Cynoscion steindachneri,Smalltooth weakfish,6,3,Large demersals (>=90 cm),Perch-likes
690894,Gomphina veneriformis,Gomphina veneriformis,29,11,Other demersal invertebrates,Molluscs
610430,Diapterus peruvianus,Peruvian mojarra,4,3,Small demersals (<30 cm),Perch-likes
604593,Branchiostegus japonicus,Horsehead tilefish,1,1,Small pelagics (<30 cm),Anchovies
601219,Archosargus rhomboidalis,Western Atlantic seabream,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
605995,Upeneus taeniopterus,Finstripe goatfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
604457,Siganus spinus,Little spinefoot,16,3,Small reef assoc. fish (<30 cm),Perch-likes
606416,Polydactylus sexfilis,Sixfinger threadfin,5,3,Medium demersals (30 - 89 cm),Perch-likes
603212,Lucania parva,Rainwater killifish,1,12,Small pelagics (<30 cm),Other fishes & inverts
606360,Caranx papuensis,Brassy trevally,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
601867,Lethrinus atlanticus,Atlantic emperor,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
690800,Panulirus ornatus,Ornate spiny lobster,27,10,"Lobsters, crabs",Crustaceans
603565,Eucinostomus gracilis,Graceful mojarra,4,3,Small demersals (<30 cm),Perch-likes
604117,Myoxocephalus aenaeus,Grubby,18,8,Large reef assoc. fish (>=90 cm),Scorpionfishes
605948,Triakis megalopterus,Sharptooth houndshark,20,9,Large sharks (>=90 cm),Sharks & rays
600960,Cathorops spixii,Madamango sea catfish,18,12,Large reef assoc. fish (>=90 cm),Other fishes & inverts
600572,Labrus bergylta,Ballan wrasse,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
658001,Coris gaimard,African coris,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
604975,Scarus schlegeli,Yellowband parrotfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
605408,Myripristis murdjan,Pinecone soldierfish,17,12,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts
605540,Scarus altipinnis,Filamentfinned parrotfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
606024,Naso vlamingii,Bignose unicornfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
590401,Stomolophus,Cannonball jellies,28,12,Jellyfish,Other fishes & inverts
606026,Balistoides viridescens,Titan triggerfish,17,12,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts
608030,Oxyurichthys papuensis,Frogface goby,4,3,Small demersals (<30 cm),Perch-likes
604280,Monacanthus ciliatus,Fringed filefish,16,12,Small reef assoc. fish (<30 cm),Other fishes & inverts
605518,Pomadasys olivaceus,Olive grunt,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
609386,Mycteroperca acutirostris,Comb grouper,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
605425,Arothron hispidus,White-spotted puffer,17,12,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts
604499,Sparidentex hasta,Sobaity seabream,5,3,Medium demersals (30 - 89 cm),Perch-likes
604456,Siganus canaliculatus,White-spotted spinefoot,16,3,Small reef assoc. fish (<30 cm),Perch-likes
600918,Caesio caerulaurea,Blue and gold fusilier,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
604615,Siganus sutor,Shoemaker spinefoot,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
601916,Carangoides armatus,Longfin trevally,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
605503,Rhynchobatus djiddensis,Giant guitarfish,22,9,Large rays (>=90 cm),Sharks & rays
602467,Echeneis naucrates,Live sharksucker,18,3,Large reef assoc. fish (>=90 cm),Perch-likes
690689,Bolinus brandaris,Purple dye murex,29,11,Other demersal invertebrates,Molluscs
601729,Muraena helena,Mediterranean moray,18,12,Large reef assoc. fish (>=90 cm),Other fishes & inverts
600361,Centropristis striata,Black seabass,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
600269,Tinca tinca,Tench,5,12,Medium demersals (30 - 89 cm),Other fishes & inverts
605394,Gymnothorax meleagris,Turkey moray,18,12,Large reef assoc. fish (>=90 cm),Other fishes & inverts
601004,Selene vomer,Lookdown,5,3,Medium demersals (30 - 89 cm),Perch-likes
605112,Dascyllus trimaculatus,Threespot dascyllus,16,3,Small reef assoc. fish (<30 cm),Perch-likes
611111,Centropyge shepardi,Mango angelfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
601129,Haemulon bonariense,Black grunt,5,3,Medium demersals (30 - 89 cm),Perch-likes
606456,Cephalopholis urodeta,Darkfin hind,16,3,Small reef assoc. fish (<30 cm),Perch-likes
615484,Brevitrygon walga,Scaly whipray,1,1,Small pelagics (<30 cm),Anchovies
604706,Plotosus lineatus,Striped eel catfish,17,12,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts
601921,Carangoides ferdau,Blue trevally,2,3,Medium pelagics (30 - 89 cm),Perch-likes
605581,Chaetodon unimaculatus,Teardrop butterflyfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
601180,Larimus breviceps,Shorthead drum,4,3,Small demersals (<30 cm),Perch-likes
606019,Naso annulatus,Whitemargin unicornfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
690168,Parapenaeopsis atlantica,Guinea shrimp,26,10,Shrimps,Crustaceans
604699,Sargocentron diadema,Crown squirrelfish,16,12,Small reef assoc. fish (<30 cm),Other fishes & inverts
606444,Cephalopholis boenak,Chocolate hind,16,3,Small reef assoc. fish (<30 cm),Perch-likes
6957662,Eledone moschata,musky octopus,1,1,Small pelagics (<30 cm),Anchovies
601237,Sphyraena picudilla,Southern sennet,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
606011,Acanthurus nigricans,Whitecheek surgeonfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
604921,Scorpaenopsis diabolus,False stonefish,16,8,Small reef assoc. fish (<30 cm),Scorpionfishes
603249,Neoniphon marianus,Longjaw squirrelfish,16,12,Small reef assoc. fish (<30 cm),Other fishes & inverts
601171,Cynoscion jamaicensis,Jamaica weakfish,5,3,Medium demersals (30 - 89 cm),Perch-likes
600380,Trachinotus carolinus,Florida pompano,14,3,Medium benthopelagics (30 - 89 cm),Perch-likes
604355,Calotomus carolinus,Carolines parrotfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
603283,Hippocampus erectus,Lined seahorse,16,12,Small reef assoc. fish (<30 cm),Other fishes & inverts
600899,Rhizoprionodon acutus,Milk shark,20,9,Large sharks (>=90 cm),Sharks & rays
622522,Aseraggodes melanostictus,Mottled sole,23,7,Small to medium flatfishes (<90 cm),Flatfishes
600262,Lutjanus fulvus,Blacktail snapper,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
601222,Calamus calamus,Saucereye porgy,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
600458,Tautoga onitis,Tautog,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
602300,Balistoides conspicillum,Clown triggerfish,17,12,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts
400002,Myxinidae,Hagfishes,11,12,Medium bathydemersals (30 - 89 cm),Other fishes & inverts
605820,Scorpaenopsis macrochir,Flasher scorpionfish,16,8,Small reef assoc. fish (<30 cm),Scorpionfishes
600072,Gobius niger,Black goby,4,3,Small demersals (<30 cm),Perch-likes
605994,Parupeneus pleurostigma,Sidespot goatfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
601893,Atule mate,Yellowtail scad,1,3,Small pelagics (<30 cm),Perch-likes
605988,Parupeneus trifasciatus,Doublebar goatfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
601250,Aetobatus narinari,Spotted eagle ray,22,9,Large rays (>=90 cm),Sharks & rays
601203,Diplectrum formosum,Sand perch,4,3,Small demersals (<30 cm),Perch-likes
605531,Cymatoceps nasutus,Black musselcracker,6,3,Large demersals (>=90 cm),Perch-likes
601265,Naso unicornis,Bluespine unicornfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
604274,Aluterus monoceros,Unicorn leatherjacket filefish,17,12,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts
612586,Himantura granulata,Mangrove whipray,22,9,Large rays (>=90 cm),Sharks & rays
607292,Synodus binotatus,Two-spot lizard fish,16,12,Small reef assoc. fish (<30 cm),Other fishes & inverts
690341,Panulirus homarus,Scalloped spiny lobster,27,10,"Lobsters, crabs",Crustaceans
600018,Epinephelus striatus,Nassau grouper,18,3,Large reef assoc. fish (>=90 cm),Perch-likes
614248,Diplectrum pacificum,Inshore sand perch,4,3,Small demersals (<30 cm),Perch-likes
604581,Xyrichtys novacula,Pearly razorfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
608399,Callorhinchus callorynchus,Plownose chimaera,1,1,Small pelagics (<30 cm),Anchovies
600954,Amphiarius phrygiatus,Kukwari sea catfish,4,12,Small demersals (<30 cm),Other fishes & inverts
658010,Notothenia neglecta,Yellowbelly rockcod,14,3,Medium benthopelagics (30 - 89 cm),Perch-likes
612620,Synodus dermatogenys,Sand lizardfish,16,12,Small reef assoc. fish (<30 cm),Other fishes & inverts
605632,Halichoeres richmondi,Richmonds wrasse,16,3,Small reef assoc. fish (<30 cm),Perch-likes
601956,Selene brevoortii,Hairfin lookdown,14,3,Medium benthopelagics (30 - 89 cm),Perch-likes
602578,Gymnura marmorata,California butterfly ray,22,9,Large rays (>=90 cm),Sharks & rays
600513,Psettodes erumei,Indian halibut,23,7,Small to medium flatfishes (<90 cm),Flatfishes
604441,Carangoides chrysophrys,Longnose trevally,1,1,Small pelagics (<30 cm),Anchovies
605987,Parupeneus barberinus,Dash-and-dot goatfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
690070,Melicertus kerathurus,Caramote prawn,26,10,Shrimps,Crustaceans
601900,Caranx caballus,Green jack,1,1,Small pelagics (<30 cm),Anchovies
605613,Iniistius pavo,Peacock wrasse,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
601261,Acanthurus xanthopterus,Yellowfin surgeonfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
605604,Cheilinus undulatus,Humphead wrasse,18,3,Large reef assoc. fish (>=90 cm),Perch-likes
607897,Sorsogona prionota,Halfspined flathead,4,8,Small demersals (<30 cm),Scorpionfishes
601341,Platichthys flesus,European flounder,23,7,Small to medium flatfishes (<90 cm),Flatfishes
601021,Dactylopterus volitans,Flying gurnard,17,8,Medium reef assoc. fish (30 - 89 cm),Scorpionfishes
604485,Dactyloptena orientalis,Oriental flying gurnard,17,8,Medium reef assoc. fish (30 - 89 cm),Scorpionfishes
606504,Pomacanthus imperator,Emperor angelfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
602542,Mustelus norrisi,Narrowfin smooth-hound,20,9,Large sharks (>=90 cm),Sharks & rays
603072,Porichthys plectrodon,Atlantic midshipman,18,12,Large reef assoc. fish (>=90 cm),Other fishes & inverts
600401,Conodon nobilis,Barred grunt,4,3,Small demersals (<30 cm),Perch-likes
690903,Octopus maya,Mexican foureyed octopus,25,12,Cephalopods,Other fishes & inverts
606399,Lactoria cornuta,Longhorn cowfish,17,12,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts
600936,Pterocaesio pisang,Banana fusilier,16,3,Small reef assoc. fish (<30 cm),Perch-likes
69130701,Ensis macha,razor clam,1,1,Small pelagics (<30 cm),Anchovies
607354,Epinephelus multinotatus,White-blotched grouper,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
690821,Calappa hepatica,Box crab,27,10,"Lobsters, crabs",Crustaceans
606468,Epinephelus lanceolatus,Giant grouper,18,3,Large reef assoc. fish (>=90 cm),Perch-likes
690883,Ranina ranina,Kona crab,27,10,"Lobsters, crabs",Crustaceans
605402,Antennatus coccineus,Scarlet frogfish,16,12,Small reef assoc. fish (<30 cm),Other fishes & inverts
604278,Canthidermis maculata,Rough triggerfish,2,12,Medium pelagics (30 - 89 cm),Other fishes & inverts
603815,Cryptacanthodes maculatus,Wrymouth,6,3,Large demersals (>=90 cm),Perch-likes
605984,Mulloidichthys vanicolensis,Yellowfin goatfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
600014,Epinephelus adscensionis,Rock hind,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
601455,Etrumeus sadina,Red-eye round herring,1,2,Small pelagics (<30 cm),Herring-likes
601407,Lutjanus argentimaculatus,Mangrove red snapper,18,3,Large reef assoc. fish (>=90 cm),Perch-likes
600081,Aphareus furca,Small toothed jobfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
606507,Sargocentron spiniferum,Sabre squirrelfish,17,12,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts
690228,Panulirus longipes,Longlegged spiny lobster,27,10,"Lobsters, crabs",Crustaceans
602594,Acipenser transmontanus,White sturgeon,6,12,Large demersals (>=90 cm),Other fishes & inverts
604120,Myoxocephalus octodecemspinosus,Longhorn sculpin,18,8,Large reef assoc. fish (>=90 cm),Scorpionfishes
690338,Farfantepenaeus paulensis,Sao Paulo shrimp,26,10,Shrimps,Crustaceans
604925,Grammistes sexlineatus,Goldenstriped soapfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
600265,Lutjanus gibbus,Humpback red snapper,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
608816,Cephalopholis fulva,Coney,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
500538,Makaira,Blue marlins,3,4,Large pelagics (>=90 cm),Tuna & billfishes
602500,Thalassoma pavo,Ornate wrasse,16,3,Small reef assoc. fish (<30 cm),Perch-likes
601164,Sparus aurata,Gilthead seabream,5,3,Medium demersals (30 - 89 cm),Perch-likes
601850,Lethrinus variegatus,Slender emperor,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605392,Gymnothorax flavimarginatus,Yellow-edged moray,18,12,Large reef assoc. fish (>=90 cm),Other fishes & inverts
600883,Carcharhinus signatus,Night shark,1,1,Small pelagics (<30 cm),Anchovies
601363,Trachinus draco,Greater weever,5,3,Medium demersals (30 - 89 cm),Perch-likes
600873,Carcharhinus leucas,Bull shark,20,9,Large sharks (>=90 cm),Sharks & rays
605605,Oxycheilinus unifasciatus,Ringtail maori wrasse,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
604465,Diagramma pictum,Painted sweetlips,18,3,Large reef assoc. fish (>=90 cm),Perch-likes
690383,Metapenaeus monoceros,Speckled shrimp,26,10,Shrimps,Crustaceans
690686,Zygochlamys patagonica,Patagonean scallop,29,11,Other demersal invertebrates,Molluscs
604908,Sargocentron tiere,Bluelined squirrelfish,16,12,Small reef assoc. fish (<30 cm),Other fishes & inverts
600810,Carcharhinus altimus,Bignose shark,20,9,Large sharks (>=90 cm),Sharks & rays
605841,Sargocentron microstoma,Smallmouth squirrelfish,16,12,Small reef assoc. fish (<30 cm),Other fishes & inverts
601864,Lethrinus olivaceus,Longface emperor,5,3,Medium demersals (30 - 89 cm),Perch-likes
690376,Farfantepenaeus subtilis,Southern brown shrimp,26,10,Shrimps,Crustaceans
600747,Carcharias taurus,Sand tiger shark,20,9,Large sharks (>=90 cm),Sharks & rays
652918,Cynoscion guatucupa,Stripped weakfish,5,3,Medium demersals (30 - 89 cm),Perch-likes
690774,Conus striatus,Striated cone,29,11,Other demersal invertebrates,Molluscs
613738,Pomadasys macracanthus,Longspine grunt,14,3,Medium benthopelagics (30 - 89 cm),Perch-likes
604750,Acanthurus blochii,Ringtail surgeonfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
613632,Symphurus atramentatus,Inkspot tonguefish,23,7,Small to medium flatfishes (<90 cm),Flatfishes
600507,Chelidonichthys kumu,Bluefin gurnard,5,8,Medium demersals (30 - 89 cm),Scorpionfishes
604540,Pagrus caeruleostictus,Bluespotted seabream,15,3,Large benthopelagics (>=90 cm),Perch-likes
609391,Mycteroperca fusca,Island grouper,18,3,Large reef assoc. fish (>=90 cm),Perch-likes
601707,Sciaena umbra,Brown meagre,5,3,Medium demersals (30 - 89 cm),Perch-likes
600396,Nemipterus virgatus,Golden threadfin bream,5,3,Medium demersals (30 - 89 cm),Perch-likes
