area_data_key,taxon_key,fishing_entity_id,gear_id,time_key,year,area_key,eez_id,fao_id,data_layer_id,marine_layer_id,catch_type_id,catch_status,reporting_status_id,reporting_status,sector_type_id,end_use_type_id,score,catch_sum,real_value,primary_production_required,catch_trophic_level,catch_max_length,marine_layer_id_1,remarks,name,bread_crumb_name,show_sub_areas,last_report_year,eez_name,scientific_name,common_name,functional_group_id,commercial_group_id,fg_name,cg_name,sector_type
1114429,600143,83,500,66,2016,10,36,71,3,1,1,R,1,R,1,1,1,10.7738956330624,2004047.43427993,27693.1758992155,47.5128797418052,2488.76989123741,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Thunnus albacares,Yellowfin tuna,3,4,Large pelagics (>=90 cm),Tuna & billfishes,Industrial
1114440,600340,7,601,63,2013,10,36,71,1,1,1,R,1,R,1,1,3,0.167849999999974,44.4846822638781,192.717585368222,0.681470999999894,27.5273999999957,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Eleutheronema tetradactylum,Fourfinger threadfin,6,3,Large demersals (>=90 cm),Perch-likes,Industrial
1114475,600209,7,300,65,2015,10,36,71,1,1,1,R,1,R,1,1,3,0.0793775478260772,0.0062944942816954,37.1276685474615,0.291315600521703,5.00078551304286,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Pristipomoides sieboldii,Lavender jobfish,11,3,Medium bathydemersals (30 - 89 cm),Perch-likes,Industrial
1114482,600006,83,302,64,2014,10,36,71,3,1,2,D,2,U,1,4,1,18.9795940294154,27824.084847123,44492.5112268295,82.9408259085453,3321.4289551477,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Coryphaena hippurus,Common dolphinfish,3,3,Large pelagics (>=90 cm),Perch-likes,Industrial
1114524,400289,7,700,61,2011,10,36,71,1,1,1,R,1,R,3,2,3,0.0146616477659446,6.85587138629624e-4,14.0017649153348,0.0583533581084593,0.99699204808423,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Serranidae,"Basses, groupers, hinds",17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Artisanal
1114527,400330,7,400,64,2014,10,36,71,1,1,1,R,1,R,1,1,3,117.620172865385,295315.149894167,24014.9569997845,389.322772184423,7057.21037192308,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Sparidae,"Porgies, seabreams",14,3,Medium benthopelagics (30 - 89 cm),Perch-likes,Industrial
1114555,500661,7,200,63,2013,10,36,71,1,1,2,D,2,U,1,4,3,75.33199065,110436.6982929,36896.0134412318,277.9750454985,3615.9355512,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Trachurus,"Jacks, horse mackerels",2,3,Medium pelagics (30 - 89 cm),Perch-likes,Industrial
1114558,400313,7,300,63,2013,10,36,71,1,1,1,R,1,R,1,1,3,0.127872007751923,0.0163348991488547,21.2214709892846,0.411747864961193,12.2757127441846,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Echeneidae,Remoras,3,3,Large pelagics (>=90 cm),Perch-likes,Industrial
1114563,601005,7,800,62,2012,10,36,71,1,1,1,R,1,R,1,1,3,0.64419030708335,8.53484373892946,2037.10861698668,2.89885638187507,100.493687905003,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Seriola dumerili,Greater amberjack,18,3,Large reef assoc. fish (>=90 cm),Perch-likes,Industrial
1114579,400405,7,800,66,2016,10,36,71,1,1,2,D,2,U,1,4,3,6.6519977960328,9751.82876898408,856.943317860296,20.687713145662,93.1279691444591,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Gobiidae,Gobies,16,3,Small reef assoc. fish (<30 cm),Perch-likes,Industrial
1114588,600496,7,302,63,2013,10,36,71,1,1,1,R,1,R,1,3,3,3.84e-4,0.562944,0.342240360243358,0.0015168,0.0384,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Hyperoglyphe antarctica,Bluenose warehou,15,3,Large benthopelagics (>=90 cm),Perch-likes,Industrial
1114605,604642,7,400,60,2010,10,36,71,1,1,1,R,1,R,1,1,3,0.573935943661959,186.66640128001399,1255.6350321489101,2.4908819954929,91.8297509859135,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Galeorhinus galeus,Tope shark,20,9,Large sharks (>=90 cm),Sharks & rays,Industrial
1114616,500477,7,300,62,2012,10,36,71,1,1,1,R,1,R,1,1,3,0.114253203007514,52.100940458889,1.28194202237539,0.234219066165404,6.28392616541327,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Kyphosus,Sea chubs,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Industrial
1114669,200004,7,703,63,2013,10,36,71,1,1,1,R,2,U,2,1,1,401.9128026,1338446.65643323,450953.581537422,1627.74685053,75961.5196914,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Elasmobranchii,"Sharks, rays, skates",20,9,Large sharks (>=90 cm),Sharks & rays,Subsistence
1114670,601407,7,702,60,2010,10,36,71,1,1,1,R,2,U,4,1,2,348.110899479101,160017.022200709,132348.072725567,1246.23702013518,42469.5297364503,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Lutjanus argentimaculatus,Mangrove red snapper,18,3,Large reef assoc. fish (>=90 cm),Perch-likes,Recreational
1114685,500442,7,300,66,2016,10,36,71,1,1,1,R,1,R,1,1,3,0.096757985714284,0.00935274571794915,130.522931322903,0.399610480999993,3.38652949999994,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Cephalopholis,Hinds,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Industrial
1114706,600143,187,401,60,2010,10,36,71,3,1,1,R,1,R,1,1,1,10.3091040318105,458784.734688162,26498.4775274913,45.4631487802844,2381.40303134823,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Thunnus albacares,Yellowfin tuna,3,4,Large pelagics (>=90 cm),Tuna & billfishes,Industrial
1114707,400273,7,100,60,2010,10,36,71,1,1,2,D,2,U,1,4,3,434.2674514,636636.083752401,344950.898068775,1693.64306046,18239.2329588,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Platycephalidae,Flatheads,5,8,Medium demersals (30 - 89 cm),Scorpionfishes,Industrial
1114733,606366,7,400,61,2011,10,36,71,1,1,1,R,1,R,1,1,3,0.250852545070494,0.0997204028112322,93.2005578023748,0.895543585901664,15.5528577943706,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Plectorhinchus gibbosus,Harry hotlips,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Industrial
1114752,500366,7,302,62,2012,10,36,71,1,1,1,R,1,R,1,1,3,5.143851,564.499831200603,3558.67543159234,19.75238784,401.220378,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Epinephelus,"Seabasses, hinds",17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Industrial
1114820,600340,7,400,61,2011,10,36,71,1,1,1,R,1,R,1,1,3,200.63226,53445.6953333349,230356.655908104,814.5669756,32903.69064,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Eleutheronema tetradactylum,Fourfinger threadfin,6,3,Large demersals (>=90 cm),Perch-likes,Industrial
1114834,501144,7,700,61,2011,10,36,71,1,1,1,R,1,R,3,2,3,0.00467448328839759,6.85279250079087,2.62865512697764,0.017529312331491,0.23372416441988,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Lethrinus,Emperors,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Artisanal
1114862,600107,83,600,61,2011,10,36,71,3,1,2,D,2,U,1,4,1,5.7695806051164,8458.20516710065,15529.0270027325,25.5592420806657,588.497221721873,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Katsuwonus pelamis,Skipjack tuna,3,4,Large pelagics (>=90 cm),Tuna & billfishes,Industrial
1114871,400331,7,700,61,2011,10,36,71,1,1,1,R,1,R,3,1,3,134.787100447379,116103.12901101,77561.8806352968,506.799497682145,8356.80022773749,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Sciaenidae,"Drums, croakers",5,3,Medium demersals (30 - 89 cm),Perch-likes,Artisanal
1114936,600868,213,302,63,2013,10,36,71,3,1,2,D,2,U,1,4,1,34.4641298503203,50524.4143605696,111523.738111627,155.433225624945,9891.20526704194,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Carcharhinus falciformis,Silky shark,20,9,Large sharks (>=90 cm),Sharks & rays,Industrial
1114989,400340,7,100,62,2012,10,36,71,1,1,2,D,2,U,1,4,3,345.0753644,505880.4842104,128207.654568144,1231.919050908,15873.4667624,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Ephippidae,"Spade-, batfishes, scats",17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Industrial
1115025,200004,7,100,61,2011,10,36,71,1,1,2,D,2,U,1,4,3,8.34127699199999,12228.312070272,9359.06671746835,33.7821718176,1576.501351488,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Elasmobranchii,"Sharks, rays, skates",20,9,Large sharks (>=90 cm),Sharks & rays,Industrial
1115050,400273,7,800,66,2016,10,36,71,1,1,2,D,2,U,1,4,3,387.067549423096,567441.027454259,307458.683252302,1509.56344275008,16256.83707577,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Platycephalidae,Flatheads,5,8,Medium demersals (30 - 89 cm),Scorpionfishes,Industrial
1115074,500661,7,300,65,2015,10,36,71,1,1,1,R,1,R,1,1,3,3.41743754782608,6568.07876047329,1673.78852743965,12.6103445514782,164.037002295652,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Trachurus,"Jacks, horse mackerels",2,3,Medium pelagics (30 - 89 cm),Perch-likes,Industrial
1115097,400517,7,703,64,2014,10,36,71,1,1,1,R,2,U,2,1,1,0.091909712,106.533180896664,9.1909712,0.275729136,2.941110784,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Monacanthidae,Filefishes,17,12,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,Subsistence
1115105,400361,7,700,63,2013,10,36,71,1,1,1,R,1,R,3,1,3,167.34398747503,146429.751385318,69760.5848861833,605.785234659609,11546.7351357771,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Polynemidae,Threadfins,4,3,Small demersals (<30 cm),Perch-likes,Artisanal
1115123,400405,7,100,60,2010,10,36,71,1,1,2,D,2,U,1,4,3,7.463157616,10940.989065056,961.44094530272,23.21042018576,104.484206624,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Gobiidae,Gobies,16,3,Small reef assoc. fish (<30 cm),Perch-likes,Industrial
1115209,600143,91,302,64,2014,10,36,71,3,1,1,R,1,R,1,1,1,99.7220841642413,6093558.24057797,256325.224584688,439.774391164304,23035.8014419397,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Thunnus albacares,Yellowfin tuna,3,4,Large pelagics (>=90 cm),Tuna & billfishes,Industrial
1115239,600227,7,702,65,2015,10,36,71,1,1,1,R,2,U,4,1,2,7.50798968346238,74.7678739656505,2267.37663613328,26.1278040984491,818.3708754974,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Megalops cyprinoides,Indo-Pacific tarpon,3,12,Large pelagics (>=90 cm),Other fishes & inverts,Recreational
1115306,600226,91,302,65,2015,10,36,71,3,1,1,R,1,R,1,1,1,50.2830784679232,589033.218715382,170381.272915448,227.782345459692,22577.1022320975,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Xiphias gladius,Swordfish,3,4,Large pelagics (>=90 cm),Tuna & billfishes,Industrial
1115313,501116,7,700,63,2013,10,36,71,1,1,1,R,1,R,3,1,3,0.0170884213919032,0.0144609284975499,39.147311803576,0.0745055172686981,1.67466529640652,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Etelis,Snappers,11,3,Medium bathydemersals (30 - 89 cm),Perch-likes,Artisanal
1115364,600382,7,400,65,2015,10,36,71,1,1,1,R,1,R,1,1,3,2.24182682539683,850.780271599233,3240.42565255366,9.3259995936507991,459.574499206349,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Seriola lalandi,Yellowtail amberjack,15,3,Large benthopelagics (>=90 cm),Perch-likes,Industrial
1115425,500639,7,401,62,2012,10,36,71,3,1,1,R,1,R,1,1,1,0.00795648890542762,0.203681225284347,25.1606271190113,0.0358042000744243,3.54859405182072,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Alopias,Thresher sharks,20,9,Large sharks (>=90 cm),Sharks & rays,Industrial
1115469,600420,7,300,62,2012,10,36,71,1,1,1,R,1,R,1,1,3,18.23486,5634.68185484908,14154.7574971279,70.9336054,2042.30432,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Atractoscion aequidens,Geelbek croaker,15,3,Large benthopelagics (>=90 cm),Perch-likes,Industrial
1115477,600006,83,401,63,2013,10,36,71,3,1,2,D,2,U,1,4,1,1.28354500096254,1881.67697141108,3008.92317701623,5.6090916542063,224.620375168445,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Coryphaena hippurus,Common dolphinfish,3,3,Large pelagics (>=90 cm),Perch-likes,Industrial
1115500,614290,91,600,64,2014,10,36,71,3,1,1,R,1,R,1,1,1,3.20698864896484,30778.021159458898,5201.12657300664,13.501422212142,939.647674146697,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Thunnus orientalis,Pacific bluefin tuna,3,4,Large pelagics (>=90 cm),Tuna & billfishes,Industrial
1115509,601005,7,302,62,2012,10,36,71,1,1,1,R,1,R,1,2,3,4.015e-4,0.588599,1.2696544805576,0.00180675,0.062634,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Seriola dumerili,Greater amberjack,18,3,Large reef assoc. fish (>=90 cm),Perch-likes,Industrial
1115536,400361,7,300,62,2012,10,36,71,1,1,1,R,1,R,1,1,3,1.1379775,1228.13571110307,474.387978828114,4.11947855,78.5204475000001,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Polynemidae,Threadfins,4,3,Small demersals (<30 cm),Perch-likes,Industrial
1115584,600142,91,600,65,2015,10,36,71,3,1,2,D,2,U,1,4,1,0.00298783133520479,4.38016073741023,5.96150726661727,0.0128476747413806,0.406345061587852,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Thunnus alalunga,Albacore,3,4,Large pelagics (>=90 cm),Tuna & billfishes,Industrial
1115599,400319,7,700,60,2010,10,36,71,1,1,1,R,1,R,3,2,3,0.00177619877252654,2.60390740052391,2.45183683640259,0.00735346291825987,0.0976909324889597,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Bramidae,Pomfrets,2,3,Medium pelagics (30 - 89 cm),Perch-likes,Artisanal
1115632,100039,7,702,65,2015,10,36,71,1,1,1,R,2,U,4,1,2,491.118722809369,3936443.06616883,93580.7434169533,1610.86941081473,24555.9361404684,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Marine fishes not identified,Marine fishes nei,5,12,Medium demersals (30 - 89 cm),Other fishes & inverts,Recreational
1115641,600116,7,300,66,2016,10,36,71,1,1,1,R,1,R,1,1,3,1.5776,7134.4004965888,2679.14918612365,6.673248,63.104,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Scomber australasicus,Blue mackerel,2,3,Medium pelagics (30 - 89 cm),Perch-likes,Industrial
1115670,600146,213,401,61,2011,10,36,71,3,1,1,R,1,R,1,1,1,3.55466145397271,5211.133691524,10984.954055344,15.9604299283375,728.705598064406,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Thunnus obesus,Bigeye tuna,3,4,Large pelagics (>=90 cm),Tuna & billfishes,Industrial
1115686,501116,7,300,62,2012,10,36,71,1,1,1,R,1,R,1,1,3,0.114253203007514,0.217073630921287,261.738966995024,0.498143965112761,11.1968138947364,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Etelis,Snappers,11,3,Medium bathydemersals (30 - 89 cm),Perch-likes,Industrial
1115689,600864,7,302,64,2014,10,36,71,1,1,1,R,1,R,1,2,3,9.99999999999999e-6,0.01466,0.0316227766016838,4.5e-5,0.00266,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Carcharhinus brachyurus,Copper shark,20,9,Large sharks (>=90 cm),Sharks & rays,Industrial
1115698,500372,7,700,66,2016,10,36,71,1,1,1,R,1,R,3,1,3,1.9163315733144,188.475062866793,4813.60727728185,8.43185892258336,197.382152051383,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Sphyraena,"Barracudas, sennets",3,3,Large pelagics (>=90 cm),Perch-likes,Artisanal
1115752,502124,7,800,62,2012,10,36,71,1,1,1,R,1,R,1,1,3,0.0154605674277646,0.190526920521329,12.5668210024997,0.0604508186425594,0.819410073671522,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Pristipomoides,Jobfishes,5,3,Medium demersals (30 - 89 cm),Perch-likes,Industrial
1115763,600201,7,300,63,2013,10,36,71,1,1,1,R,1,R,1,1,3,6.68129,293.89550468991,10348.0929877738,27.9946051,541.18449,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Pristipomoides filamentosus,Crimson jobfish,5,3,Medium demersals (30 - 89 cm),Perch-likes,Industrial
1115785,100039,7,700,61,2011,10,36,71,1,1,1,R,1,R,3,3,3,0.00759066068759648,0.130935926559606,1.4463705763603,0.0248973670553165,0.379533034379824,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Marine fishes not identified,Marine fishes nei,5,12,Medium demersals (30 - 89 cm),Other fishes & inverts,Artisanal
1115844,400314,7,300,63,2013,10,36,71,1,1,1,R,1,R,1,1,3,58.153309437752,82829.2739911275,65249.0863678902,235.520903222895,3663.65849457837,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Carangidae,"Jacks, pompanos",2,3,Medium pelagics (30 - 89 cm),Perch-likes,Industrial
1115871,601858,7,702,61,2011,10,36,71,1,1,1,R,2,U,4,1,2,37.8307090503582,17030.2072115883,58592.8308824377,158.510670921001,2799.47246972651,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Lethrinus miniatus,Trumpet emperor,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Recreational
1115881,601936,7,400,66,2016,10,36,71,1,1,1,R,1,R,1,1,3,1.51309340243902,3.13025818162896,4784.82146428109,6.80892031097561,136.178406219512,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Caranx lugubris,Black jack,15,3,Large benthopelagics (>=90 cm),Perch-likes,Industrial
1115902,400314,213,401,61,2011,10,36,71,3,1,2,D,2,U,1,4,1,0.0564033671970825,82.6873363109229,63.2856188798965,0.228433637148184,3.5534121334162,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Carangidae,"Jacks, pompanos",2,3,Medium pelagics (30 - 89 cm),Perch-likes,Industrial
1115932,600873,7,601,65,2015,10,36,71,1,1,1,R,1,R,1,1,3,0.205577619047593,21.9058550885901,419.735625384288,0.886039538095127,67.4294590476106,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Carcharhinus leucas,Bull shark,20,9,Large sharks (>=90 cm),Sharks & rays,Industrial
1115948,603542,7,200,60,2010,10,36,71,1,1,1,R,1,R,1,1,3,33.0137272093023,7765.35313531483,30108.8770624229,130.734359748837,5876.44344325582,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Rachycentron canadum,Cobia,3,3,Large pelagics (>=90 cm),Perch-likes,Industrial
1115951,500487,7,300,64,2014,10,36,71,1,1,1,R,1,R,1,1,3,104.1720218,89956.4001581119,233212.107251061,453.148294829999,11667.2664416,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Scomberomorus,Spanish mackerels,3,3,Large pelagics (>=90 cm),Perch-likes,Industrial
1115976,600006,91,302,62,2012,10,36,71,3,1,2,D,2,U,1,4,1,6.1441450837008,9007.31669270537,14403.2819507176,26.8499140157725,1075.22538964764,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Coryphaena hippurus,Common dolphinfish,3,3,Large pelagics (>=90 cm),Perch-likes,Industrial
1115980,500487,7,606,63,2013,10,36,71,1,1,1,R,1,R,1,1,3,0.0664491891891891,56.505390591326,148.761204478564,0.289053972972973,7.44230918918918,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Scomberomorus,Spanish mackerels,3,3,Large pelagics (>=90 cm),Perch-likes,Industrial
1116049,600121,7,400,65,2015,10,36,71,1,1,1,R,1,R,1,1,3,40.3876529999999,65692.3295561641,127716.972828532,181.7444385,9410.32314899999,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Scomberomorus commerson,Narrow-barred Spanish mackerel,3,3,Large pelagics (>=90 cm),Perch-likes,Industrial
1116063,600226,7,302,63,2013,10,36,71,3,1,1,R,1,R,1,1,1,15.3663580023915,19453.8092310276,52068.0061025323,69.6096017508334,6899.49474307378,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Xiphias gladius,Swordfish,3,4,Large pelagics (>=90 cm),Tuna & billfishes,Industrial
1116110,501144,7,702,66,2016,10,36,71,1,1,1,R,2,U,4,1,2,22.2149129840417,7373.83953693469,12492.3636064343,83.3059236901564,1110.74564920208,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Lethrinus,Emperors,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Recreational
1116117,600223,83,302,62,2012,10,36,71,3,1,1,R,1,R,1,1,1,7.80747959251621,11653.2909741523,29683.2095306384,35.7582565337243,2685.77297982558,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Kajikia audax,Striped marlin,3,4,Large pelagics (>=90 cm),Tuna & billfishes,Industrial
1116126,600176,7,700,60,2010,10,36,71,1,1,1,R,1,R,3,1,3,11.5638457202395,591.977694859213,14558.0192352767,47.4117674529819,474.117674529819,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Lutjanus russellii,Russell's snapper,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Artisanal
1116155,500928,7,300,62,2012,10,36,71,1,1,1,R,1,R,1,1,3,10.665669,2245.80838148643,26181.1127860454,46.8222869099999,1578.519012,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Seriola,Amberjacks,15,3,Large benthopelagics (>=90 cm),Perch-likes,Industrial
1116227,100039,131,302,61,2011,10,36,71,3,1,2,D,2,U,1,4,1,1.44043421880566,2111.67656476909,274.469082074426,4.72462423768256,72.0217109402829,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Marine fishes not identified,Marine fishes nei,5,12,Medium demersals (30 - 89 cm),Other fishes & inverts,Industrial
1116234,100339,213,303,62,2012,10,36,71,3,1,1,R,1,R,1,1,1,3.12306328498608,4578.4107757896,699.166779318502,10.4622620047034,156.153164249304,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Marine pelagic fishes not identified,Pelagic fishes,2,12,Medium pelagics (30 - 89 cm),Other fishes & inverts,Industrial
1116235,400314,7,700,62,2012,10,36,71,1,1,1,R,1,R,3,1,3,29.0611346704841,42354.0797064399,32607.1294032377,117.697595415461,1830.8514842405,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Carangidae,"Jacks, pompanos",2,3,Medium pelagics (30 - 89 cm),Perch-likes,Artisanal
1116293,400419,213,401,62,2012,10,36,71,3,1,2,D,2,U,1,4,1,0.0138144247847844,20.2519467344939,41.7188958951739,0.061888623035834,3.90948221409398,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Istiophoridae,Billfishes,3,4,Large pelagics (>=90 cm),Tuna & billfishes,Industrial
1116310,600107,213,401,61,2011,10,36,71,3,1,2,D,2,U,1,4,1,1.7908130536499,2625.33193665075,4820.03566122534,7.93330182766905,182.66293147229,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Katsuwonus pelamis,Skipjack tuna,3,4,Large pelagics (>=90 cm),Tuna & billfishes,Industrial
1116311,500240,7,800,65,2015,10,36,71,1,1,2,D,2,U,1,4,3,16.9503087948084,24849.1526931891,218.362277059721,35.7651515570457,525.45957263906,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Siganus,Spinefoots,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Industrial
1116339,600880,7,400,65,2015,10,36,71,1,1,1,R,1,R,1,1,3,2.24182682539683,324.293251768325,6927.90719901026,10.0658024460317,459.574499206349,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Carcharhinus plumbeus,Sandbar shark,20,9,Large sharks (>=90 cm),Sharks & rays,Industrial
1116406,600087,7,302,62,2012,10,36,71,1,1,1,R,1,R,1,1,3,12.754233,646.250033394965,39414.3479851141,57.26650617,1504.999494,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Etelis carbunculus,Deep-water red snapper,6,3,Large demersals (>=90 cm),Perch-likes,Industrial
1116494,400289,7,702,66,2016,10,36,71,1,1,1,R,2,U,4,1,2,827.0546653215,927746.107028545,789831.073616473,3291.67756797957,56239.717241862,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Serranidae,"Basses, groupers, hinds",17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Recreational
1116512,490031,7,703,66,2016,10,36,71,1,1,1,R,2,U,2,1,1,35.1874285879624,5527.35834765331,12775.7831240792,125.267245773146,527.811428819436,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Portunidae,Swimming crabs,27,10,"Lobsters, crabs",Crustaceans,Subsistence
1116514,490010,7,200,63,2013,10,36,71,1,1,2,D,2,U,1,4,3,4.066926867,5962.114787022,3230.47483901686,15.8610147813,178.944782148,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Loliginidae,Common pencil squids,25,12,Cephalopods,Other fishes & inverts,Industrial
1116545,490043,7,800,65,2015,10,36,71,1,1,2,D,2,U,1,4,3,67.2736151452221,98623.1198028956,13735.5092717095,222.675666130685,1210.925072614,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Penaeidae,Commercial shrimps and prawns,26,10,Shrimps,Crustaceans,Industrial
1116558,600208,7,300,60,2010,10,36,71,1,1,1,R,1,R,1,1,3,46.68905,50460.5038236531,32300.9307927827,179.285952,3314.92255,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Pristipomoides multidens,Goldbanded jobfish,5,3,Medium demersals (30 - 89 cm),Perch-likes,Industrial
1116609,100039,7,100,64,2014,10,36,71,1,1,2,D,2,U,1,4,3,828.697474087997,1214870.497013,157905.048395004,2718.12771500863,41434.8737043999,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Marine fishes not identified,Marine fishes nei,5,12,Medium demersals (30 - 89 cm),Other fishes & inverts,Industrial
1116624,400323,7,702,63,2013,10,36,71,1,1,1,R,2,U,4,1,2,87.6114003928816,20756.0713000406,91740.398486104,352.197829579384,5694.7410255373,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Lutjanidae,Snappers,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Recreational
1116705,400236,7,200,61,2011,10,36,71,1,1,2,D,2,U,1,4,3,23.21622061,34034.97941426,12184.0457749325,86.3643406692,975.08126562,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Trachichthyidae,Slimeheads,8,12,Medium bathypelagics (30 - 89 cm),Other fishes & inverts,Industrial
1116732,400416,213,401,60,2010,10,36,71,3,1,2,D,2,U,1,4,1,0.165644910818938,242.835439260563,301.424186441596,0.705647320088677,20.7056138523673,1,EEZ by FAO,eez,EEZs,TRUE,2006,Australia,Scombridae,"Mackerels, tunas, bonitos",2,3,Medium pelagics (30 - 89 cm),Perch-likes,Industrial
